species	import_date	sample_id	plate_number	count	run	biol_repl	tech_repl	drug	concentration	control	NT_code	rare_species	rel_abundance	rel_to_standard_abundance	AUC	maxOD	finalOD	absolute_abundance
Clostridium perfringens	11042019	B3LM1847	1	12388	LM1847	1	1	Clomiphene	5	FALSE	NT5032	FALSE	0.4761136092855221	10.69775474956822	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.4679808731581462
Collinsella aerofaciens	11042019	B3LM1847	1	93	LM1847	1	1	Clomiphene	5	FALSE	NT5073	FALSE	0.003574311080364349	0.08031088082901554	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.0035132564743063925
Coprococcus comes	11042019	B3LM1847	1	357	LM1847	1	1	Clomiphene	5	FALSE	NT5048	FALSE	0.013720742534301856	0.3082901554404145	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.013486371627176152
Dorea formicigenerans	11042019	B3LM1847	1	141	LM1847	1	1	Clomiphene	5	FALSE	NT5076	FALSE	0.005419116799262077	0.12176165803108807	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.005326550138464531
Eggerthella lenta	11042019	B3LM1847	1	1006	LM1847	1	1	Clomiphene	5	FALSE	NT5024	FALSE	0.03866405319189823	0.8687392055267703	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.03800361304464765
Escherichia coli ED1a	11042019	B3LM1847	1	2600	LM1847	1	1	Clomiphene	5	FALSE	NT5078	FALSE	0.09992697644029364	2.245250431778929	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.0982200734752325
Eubacterium rectale	11042019	B3LM1847	1	8	LM1847	1	1	Clomiphene	5	FALSE	NT5009	FALSE	3.074676198162881e-4	0.0069084628670120895	1.0053345187819516	1.0902879453391896	0.9829184968277208	3.0221561069302305e-4
Fusobacterium nucleatum subsp. nucleatum	11042019	B3LM1847	1	2634	LM1847	1	1	Clomiphene	5	FALSE	NT5025	FALSE	0.10123371382451285	2.27461139896373	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.09950448982067783
Odoribacter splanchnicus	11042019	B3LM1847	1	0	LM1847	1	1	Clomiphene	5	FALSE	NT5081	TRUE	0	0	1.0053345187819516	1.0902879453391896	0.9829184968277208	0
Parabacteroides distasonis	11042019	B3LM1847	1	14	LM1847	1	1	Clomiphene	5	FALSE	NT5074	TRUE	5.380683346785041e-4	0.012089810017271156	1.0053345187819516	1.0902879453391896	0.9829184968277208	5.288773187127903e-4
Parabacteroides merdae	11042019	B3LM1847	1	550	LM1847	1	1	Clomiphene	5	FALSE	NT5071	FALSE	0.021138398862369807	0.4749568221070812	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.020777323235145334
Prevotella copri	11042019	B3LM1847	1	0	LM1847	1	1	Clomiphene	5	FALSE	NT5019	TRUE	0	0	1.0053345187819516	1.0902879453391896	0.9829184968277208	0
Roseburia intestinalis	11042019	B3LM1847	1	140	LM1847	1	1	Clomiphene	5	FALSE	NT5011	FALSE	0.0053806833467850415	0.12089810017271156	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.005288773187127903
Ruminococcus bromii	11042019	B3LM1847	1	0	LM1847	1	1	Clomiphene	5	FALSE	NT5045	TRUE	0	0	1.0053345187819516	1.0902879453391896	0.9829184968277208	0
Ruminococcus gnavus	11042019	B3LM1847	1	32	LM1847	1	1	Clomiphene	5	FALSE	NT5046	FALSE	0.0012298704792651524	0.027633851468048358	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.0012088624427720922
Ruminococcus torques	11042019	B3LM1847	1	1	LM1847	1	1	Clomiphene	5	FALSE	NT5047	TRUE	3.843345247703601e-5	8.635578583765112e-4	1.0053345187819516	1.0902879453391896	0.9829184968277208	3.777695133662788e-5
Streptococcus parasanguinis	11042019	B3LM1847	1	477	LM1847	1	1	Clomiphene	5	FALSE	NT5072	FALSE	0.018332756831546178	0.4119170984455958	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.0180196057875715
Streptococcus salivarius	11042019	B3LM1847	1	269	LM1847	1	1	Clomiphene	5	FALSE	NT5038	FALSE	0.010338598716322688	0.23229706390328153	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.0101619999095529
Veillonella parvula	11042019	B3LM1847	1	1908	LM1847	1	1	Clomiphene	5	FALSE	NT5017	FALSE	0.07333102732618471	1.6476683937823833	1.0053345187819516	1.0902879453391896	0.9829184968277208	0.072078423150286
Akkermansia muciniphila	11042019	G5LM1844	2	0	LM1844	1	1	Azithromycin	20	FALSE	NT5021	TRUE	0	0	0.2726291164297283	0.36232580490148975	0.36232580490148975	0
Bacteroides fragilis	11042019	G5LM1844	2	5	LM1844	1	1	Azithromycin	20	FALSE	NT5003	FALSE	1.554001554001554e-4	0.12195121951219512	0.2726291164297283	0.36232580490148975	0.36232580490148975	5.630548638717789e-5
Bacteroides thetaiotaomicron	11042019	G5LM1844	2	10	LM1844	1	1	Azithromycin	20	FALSE	NT5004	FALSE	3.108003108003108e-4	0.24390243902439024	0.2726291164297283	0.36232580490148975	0.36232580490148975	1.1261097277435579e-4
Bacteroides uniformis	11042019	G5LM1844	2	2	LM1844	1	1	Azithromycin	20	FALSE	NT5002	FALSE	6.216006216006216e-5	0.04878048780487805	0.2726291164297283	0.36232580490148975	0.36232580490148975	2.2522194554871158e-5
Bifidobacterium adolescentis	11042019	G5LM1844	2	1	LM1844	1	1	Azithromycin	20	FALSE	NT5022	TRUE	3.108003108003108e-5	0.024390243902439025	0.2726291164297283	0.36232580490148975	0.36232580490148975	1.1261097277435579e-5
Bifidobacterium longum subsp. longum	11042019	G5LM1844	2	0	LM1844	1	1	Azithromycin	20	FALSE	NT5028	TRUE	0	0	0.2726291164297283	0.36232580490148975	0.36232580490148975	0
Bilophila wadsworthia	11042019	G5LM1844	2	0	LM1844	1	1	Azithromycin	20	FALSE	NT5036	TRUE	0	0	0.2726291164297283	0.36232580490148975	0.36232580490148975	0
Blautia obeum	11042019	G5LM1844	2	0	LM1844	1	1	Azithromycin	20	FALSE	NT5069	TRUE	0	0	0.2726291164297283	0.36232580490148975	0.36232580490148975	0
Clostridium perfringens	11042019	G5LM1844	2	70	LM1844	1	1	Azithromycin	20	FALSE	NT5032	FALSE	0.0021756021756021756	1.7073170731707317	0.2726291164297283	0.36232580490148975	0.36232580490148975	7.882768094204905e-4
Collinsella aerofaciens	11042019	G5LM1844	2	1	LM1844	1	1	Azithromycin	20	FALSE	NT5073	FALSE	3.108003108003108e-5	0.024390243902439025	0.2726291164297283	0.36232580490148975	0.36232580490148975	1.1261097277435579e-5
Coprococcus comes	11042019	G5LM1844	2	3	LM1844	1	1	Azithromycin	20	FALSE	NT5048	FALSE	9.324009324009324e-5	0.07317073170731707	0.2726291164297283	0.36232580490148975	0.36232580490148975	3.378329183230674e-5
Dorea formicigenerans	11042019	G5LM1844	2	1030	LM1844	1	1	Azithromycin	20	FALSE	NT5076	FALSE	0.032012432012432014	25.121951219512198	0.2726291164297283	0.36232580490148975	0.36232580490148975	0.011598930195758647
Eggerthella lenta	11042019	G5LM1844	2	7	LM1844	1	1	Azithromycin	20	FALSE	NT5024	FALSE	2.1756021756021756e-4	0.17073170731707318	0.2726291164297283	0.36232580490148975	0.36232580490148975	7.882768094204905e-5
Escherichia coli ED1a	11042019	G5LM1844	2	79	LM1844	1	1	Azithromycin	20	FALSE	NT5078	FALSE	0.0024553224553224553	1.9268292682926829	0.2726291164297283	0.36232580490148975	0.36232580490148975	8.896266849174107e-4
Eubacterium rectale	11042019	G5LM1844	2	18	LM1844	1	1	Azithromycin	20	FALSE	NT5009	FALSE	5.594405594405594e-4	0.43902439024390244	0.2726291164297283	0.36232580490148975	0.36232580490148975	2.0269975099384042e-4
Fusobacterium nucleatum subsp. nucleatum	11042019	G5LM1844	2	41	LM1844	1	1	Azithromycin	20	FALSE	NT5025	FALSE	0.0012742812742812743	1	0.2726291164297283	0.36232580490148975	0.36232580490148975	4.6170498837485875e-4
Odoribacter splanchnicus	11042019	G5LM1844	2	0	LM1844	1	1	Azithromycin	20	FALSE	NT5081	TRUE	0	0	0.2726291164297283	0.36232580490148975	0.36232580490148975	0
Parabacteroides distasonis	11042019	G5LM1844	2	0	LM1844	1	1	Azithromycin	20	FALSE	NT5074	TRUE	0	0	0.2726291164297283	0.36232580490148975	0.36232580490148975	0
Parabacteroides merdae	11042019	G5LM1844	2	7	LM1844	1	1	Azithromycin	20	FALSE	NT5071	FALSE	2.1756021756021756e-4	0.17073170731707318	0.2726291164297283	0.36232580490148975	0.36232580490148975	7.882768094204905e-5
Prevotella copri	11042019	G5LM1844	2	0	LM1844	1	1	Azithromycin	20	FALSE	NT5019	TRUE	0	0	0.2726291164297283	0.36232580490148975	0.36232580490148975	0
Roseburia intestinalis	11042019	G5LM1844	2	19570	LM1844	1	1	Azithromycin	20	FALSE	NT5011	FALSE	0.6082362082362083	477.31707317073176	0.2726291164297283	0.36232580490148975	0.36232580490148975	0.22037967371941428
Ruminococcus bromii	11042019	G5LM1844	2	0	LM1844	1	1	Azithromycin	20	FALSE	NT5045	TRUE	0	0	0.2726291164297283	0.36232580490148975	0.36232580490148975	0
Ruminococcus gnavus	11042019	G5LM1844	2	1	LM1844	1	1	Azithromycin	20	FALSE	NT5046	FALSE	3.108003108003108e-5	0.024390243902439025	0.2726291164297283	0.36232580490148975	0.36232580490148975	1.1261097277435579e-5
Ruminococcus torques	11042019	G5LM1844	2	0	LM1844	1	1	Azithromycin	20	FALSE	NT5047	TRUE	0	0	0.2726291164297283	0.36232580490148975	0.36232580490148975	0
Streptococcus parasanguinis	11042019	G5LM1844	2	8	LM1844	1	1	Azithromycin	20	FALSE	NT5072	FALSE	2.4864024864024864e-4	0.1951219512195122	0.2726291164297283	0.36232580490148975	0.36232580490148975	9.008877821948463e-5
Streptococcus salivarius	11042019	G5LM1844	2	1	LM1844	1	1	Azithromycin	20	FALSE	NT5038	FALSE	3.108003108003108e-5	0.024390243902439025	0.2726291164297283	0.36232580490148975	0.36232580490148975	1.1261097277435579e-5
Veillonella parvula	11042019	G5LM1844	2	26	LM1844	1	1	Azithromycin	20	FALSE	NT5017	FALSE	8.080808080808081e-4	0.6341463414634146	0.2726291164297283	0.36232580490148975	0.36232580490148975	2.9278852921332506e-4
Akkermansia muciniphila	11042019	E5LM1847	1	0	LM1847	1	1	Aripiprazole	20	FALSE	NT5021	TRUE	0	0	0.9831073571904868	1.0541727672035135	0.9838945827232796	0
Bacteroides fragilis	11042019	E5LM1847	1	527	LM1847	1	1	Aripiprazole	20	FALSE	NT5003	FALSE	0.010900366103377666	0.296400449943757	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.01072481115881375
Bacteroides thetaiotaomicron	11042019	E5LM1847	1	2489	LM1847	1	1	Aripiprazole	20	FALSE	NT5004	FALSE	0.05148199474631311	1.3998875140607423	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.05065285573868581
Bacteroides uniformis	11042019	E5LM1847	1	373	LM1847	1	1	Aripiprazole	20	FALSE	NT5002	FALSE	0.007715059879620245	0.20978627671541056	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.0075908056209440765
Bifidobacterium adolescentis	11042019	E5LM1847	1	26	LM1847	1	1	Aripiprazole	20	FALSE	NT5022	TRUE	5.377789728421619e-4	0.014623172103487065	0.9831073571904868	1.0541727672035135	0.9838945827232796	5.291178180818928e-4
Bifidobacterium longum subsp. longum	11042019	E5LM1847	1	12	LM1847	1	1	Aripiprazole	20	FALSE	NT5028	TRUE	2.482056797733055e-4	0.006749156355455568	0.9831073571904868	1.0541727672035135	0.9838945827232796	2.4420822373010437e-4
Bilophila wadsworthia	11042019	E5LM1847	1	14	LM1847	1	1	Aripiprazole	20	FALSE	NT5036	TRUE	2.895732930688564e-4	0.007874015748031496	0.9831073571904868	1.0541727672035135	0.9838945827232796	2.849095943517884e-4
Blautia obeum	11042019	E5LM1847	1	25	LM1847	1	1	Aripiprazole	20	FALSE	NT5069	TRUE	5.170951661943865e-4	0.0140607424071991	0.9831073571904868	1.0541727672035135	0.9838945827232796	5.087671327710508e-4
Clostridium perfringens	11042019	E5LM1847	1	22583	LM1847	1	1	Aripiprazole	20	FALSE	NT5032	FALSE	0.4671024055267131	12.70134983127109	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.45957952637474553
Collinsella aerofaciens	11042019	E5LM1847	1	215	LM1847	1	1	Aripiprazole	20	FALSE	NT5073	FALSE	0.004447018429271723	0.12092238470191224	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.004375397341831036
Coprococcus comes	11042019	E5LM1847	1	865	LM1847	1	1	Aripiprazole	20	FALSE	NT5048	FALSE	0.01789149275032577	0.4865016872890888	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.017603342793878353
Dorea formicigenerans	11042019	E5LM1847	1	722	LM1847	1	1	Aripiprazole	20	FALSE	NT5076	FALSE	0.014933708399693879	0.40607424071991	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.014693194794427945
Eggerthella lenta	11042019	E5LM1847	1	1560	LM1847	1	1	Aripiprazole	20	FALSE	NT5024	FALSE	0.032266738370529714	0.8773903262092239	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.031747069084913565
Escherichia coli ED1a	11042019	E5LM1847	1	5344	LM1847	1	1	Aripiprazole	20	FALSE	NT5078	FALSE	0.11053426272571204	3.0056242969628792	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.1087540623011398
Eubacterium rectale	11042019	E5LM1847	1	45	LM1847	1	1	Aripiprazole	20	FALSE	NT5009	FALSE	9.307712991498956e-4	0.025309336332958378	0.9831073571904868	1.0541727672035135	0.9838945827232796	9.157808389878912e-4
Fusobacterium nucleatum subsp. nucleatum	11042019	E5LM1847	1	4489	LM1847	1	1	Aripiprazole	20	FALSE	NT5025	FALSE	0.09284960804186403	2.52474690663667	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.09135422636036987
Odoribacter splanchnicus	11042019	E5LM1847	1	3	LM1847	1	1	Aripiprazole	20	FALSE	NT5081	TRUE	6.205141994332638e-5	0.001687289088863892	0.9831073571904868	1.0541727672035135	0.9838945827232796	6.105205593252609e-5
Parabacteroides distasonis	11042019	E5LM1847	1	12	LM1847	1	1	Aripiprazole	20	FALSE	NT5074	TRUE	2.482056797733055e-4	0.006749156355455568	0.9831073571904868	1.0541727672035135	0.9838945827232796	2.4420822373010437e-4
Parabacteroides merdae	11042019	E5LM1847	1	1226	LM1847	1	1	Aripiprazole	20	FALSE	NT5071	FALSE	0.025358346950172708	0.6895388076490437	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.024949940191092326
Prevotella copri	11042019	E5LM1847	1	3	LM1847	1	1	Aripiprazole	20	FALSE	NT5019	TRUE	6.205141994332638e-5	0.001687289088863892	0.9831073571904868	1.0541727672035135	0.9838945827232796	6.105205593252609e-5
Roseburia intestinalis	11042019	E5LM1847	1	265	LM1847	1	1	Aripiprazole	20	FALSE	NT5011	FALSE	0.005481208761660496	0.14904386951631046	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.005392931607373138
Ruminococcus bromii	11042019	E5LM1847	1	0	LM1847	1	1	Aripiprazole	20	FALSE	NT5045	TRUE	0	0	0.9831073571904868	1.0541727672035135	0.9838945827232796	0
Ruminococcus gnavus	11042019	E5LM1847	1	80	LM1847	1	1	Aripiprazole	20	FALSE	NT5046	FALSE	0.0016547045318220366	0.04499437570303712	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.0016280548248673624
Ruminococcus torques	11042019	E5LM1847	1	1	LM1847	1	1	Aripiprazole	20	FALSE	NT5047	TRUE	2.0683806647775456e-5	5.62429696287964e-4	0.9831073571904868	1.0541727672035135	0.9838945827232796	2.0350685310842027e-5
Streptococcus parasanguinis	11042019	E5LM1847	1	626	LM1847	1	1	Aripiprazole	20	FALSE	NT5072	FALSE	0.012948062961507436	0.35208098987626546	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.01273952900458711
Streptococcus salivarius	11042019	E5LM1847	1	448	LM1847	1	1	Aripiprazole	20	FALSE	NT5038	FALSE	0.009266345378203405	0.25196850393700787	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.009117107019257229
Veillonella parvula	11042019	E5LM1847	1	3544	LM1847	1	1	Aripiprazole	20	FALSE	NT5017	FALSE	0.07330341075971622	1.9932508436445444	0.9831073571904868	1.0541727672035135	0.9838945827232796	0.07212282874162415
Akkermansia muciniphila	11042019	F3LM1857	2	0	LM1857	1	1	Entacapone	5	FALSE	NT5021	TRUE	0	0	0.9986064235166032	1.1075855230540406	1.0282597917699554	0
Bacteroides fragilis	11042019	F3LM1857	2	610	LM1857	1	1	Entacapone	5	FALSE	NT5003	FALSE	0.02174998217214576	0.48335974643423135	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.02236463213933084
Bacteroides thetaiotaomicron	11042019	F3LM1857	2	1585	LM1857	1	1	Entacapone	5	FALSE	NT5004	FALSE	0.05651429793910005	1.2559429477020603	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.05811138023088424
Bacteroides uniformis	11042019	F3LM1857	2	250	LM1857	1	1	Entacapone	5	FALSE	NT5002	FALSE	0.008913927119731869	0.19809825673534073	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.00916583284398805
Bifidobacterium adolescentis	11042019	F3LM1857	2	4	LM1857	1	1	Entacapone	5	FALSE	NT5022	TRUE	1.4262283391570991e-4	0.003169572107765452	0.9986064235166032	1.1075855230540406	1.0282597917699554	1.466533255038088e-4
Bifidobacterium longum subsp. longum	11042019	F3LM1857	2	0	LM1857	1	1	Entacapone	5	FALSE	NT5028	TRUE	0	0	0.9986064235166032	1.1075855230540406	1.0282597917699554	0
Bilophila wadsworthia	11042019	F3LM1857	2	7	LM1857	1	1	Entacapone	5	FALSE	NT5036	TRUE	2.4958995935249234e-4	0.005546751188589541	0.9986064235166032	1.1075855230540406	1.0282597917699554	2.566433196316654e-4
Blautia obeum	11042019	F3LM1857	2	10	LM1857	1	1	Entacapone	5	FALSE	NT5069	TRUE	3.5655708478927474e-4	0.00792393026941363	0.9986064235166032	1.1075855230540406	1.0282597917699554	3.66633313759522e-4
Clostridium perfringens	11042019	F3LM1857	2	6386	LM1857	1	1	Entacapone	5	FALSE	NT5032	FALSE	0.22769735434643087	5.060221870047544	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.23413203416683076
Collinsella aerofaciens	11042019	F3LM1857	2	119	LM1857	1	1	Entacapone	5	FALSE	NT5073	FALSE	0.00424302930899237	0.09429477020602219	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.004362936433738312
Coprococcus comes	11042019	F3LM1857	2	285	LM1857	1	1	Entacapone	5	FALSE	NT5048	FALSE	0.01016187691649433	0.22583201267828842	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.010449049442146377
Dorea formicigenerans	11042019	F3LM1857	2	132	LM1857	1	1	Entacapone	5	FALSE	NT5076	FALSE	0.0047065535192184265	0.1045958795562599	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.00483955974162569
Eggerthella lenta	11042019	F3LM1857	2	367	LM1857	1	1	Entacapone	5	FALSE	NT5024	FALSE	0.013085645011766385	0.2908082408874802	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.013455442614974458
Escherichia coli ED1a	11042019	F3LM1857	2	5177	LM1857	1	1	Entacapone	5	FALSE	NT5078	FALSE	0.18458960279540754	4.102218700475436	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.18980606653330453
Eubacterium rectale	11042019	F3LM1857	2	119	LM1857	1	1	Entacapone	5	FALSE	NT5009	FALSE	0.00424302930899237	0.09429477020602219	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.004362936433738312
Fusobacterium nucleatum subsp. nucleatum	11042019	F3LM1857	2	3567	LM1857	1	1	Entacapone	5	FALSE	NT5025	FALSE	0.1271839121443343	2.8264659270998416	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.1307781030180215
Odoribacter splanchnicus	11042019	F3LM1857	2	0	LM1857	1	1	Entacapone	5	FALSE	NT5081	TRUE	0	0	0.9986064235166032	1.1075855230540406	1.0282597917699554	0
Parabacteroides distasonis	11042019	F3LM1857	2	10	LM1857	1	1	Entacapone	5	FALSE	NT5074	TRUE	3.5655708478927474e-4	0.00792393026941363	0.9986064235166032	1.1075855230540406	1.0282597917699554	3.66633313759522e-4
Parabacteroides merdae	11042019	F3LM1857	2	576	LM1857	1	1	Entacapone	5	FALSE	NT5071	FALSE	0.020537688083862228	0.45641838351822506	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.02111807887254847
Prevotella copri	11042019	F3LM1857	2	3	LM1857	1	1	Entacapone	5	FALSE	NT5019	TRUE	1.0696712543678243e-4	0.002377179080824089	0.9986064235166032	1.1075855230540406	1.0282597917699554	1.0998999412785661e-4
Roseburia intestinalis	11042019	F3LM1857	2	474	LM1857	1	1	Entacapone	5	FALSE	NT5011	FALSE	0.016900805819011624	0.375594294770206	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.017378419072201345
Ruminococcus bromii	11042019	F3LM1857	2	0	LM1857	1	1	Entacapone	5	FALSE	NT5045	TRUE	0	0	0.9986064235166032	1.1075855230540406	1.0282597917699554	0
Ruminococcus gnavus	11042019	F3LM1857	2	90	LM1857	1	1	Entacapone	5	FALSE	NT5046	FALSE	0.003209013763103473	0.07131537242472266	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.003299699823835698
Ruminococcus torques	11042019	F3LM1857	2	0	LM1857	1	1	Entacapone	5	FALSE	NT5047	TRUE	0	0	0.9986064235166032	1.1075855230540406	1.0282597917699554	0
Streptococcus parasanguinis	11042019	F3LM1857	2	1262	LM1857	1	1	Entacapone	5	FALSE	NT5072	FALSE	0.044997504100406475	1	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.046269124196451676
Streptococcus salivarius	11042019	F3LM1857	2	637	LM1857	1	1	Entacapone	5	FALSE	NT5038	FALSE	0.0227126863010768	0.5047543581616482	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.02335454208648155
Veillonella parvula	11042019	F3LM1857	2	4963	LM1857	1	1	Entacapone	5	FALSE	NT5017	FALSE	0.17695928118091706	3.932646592709984	0.9986064235166032	1.1075855230540406	1.0282597917699554	0.18196011361885076
Akkermansia muciniphila	11042019	F12LM1844	2	0	LM1844	1	2	Simvastatin	5	FALSE	NT5021	TRUE	0	0	0.9996400935756704	1.0600672753483902	1.027390677558866	0
Bacteroides fragilis	11042019	F12LM1844	2	28	LM1844	1	2	Simvastatin	5	FALSE	NT5003	FALSE	0.010170722847802398	0.28571428571428575	0.9996400935756704	1.0600672753483902	1.027390677558866	0.010449305837867144
Bacteroides thetaiotaomicron	11042019	F12LM1844	2	98	LM1844	1	2	Simvastatin	5	FALSE	NT5004	FALSE	0.03559752996730839	1	0.9996400935756704	1.0600672753483902	1.027390677558866	0.036572570432535
Bacteroides uniformis	11042019	F12LM1844	2	19	LM1844	1	2	Simvastatin	5	FALSE	NT5002	FALSE	0.006901561932437341	0.19387755102040818	0.9996400935756704	1.0600672753483902	1.027390677558866	0.007090600389981276
Bifidobacterium adolescentis	11042019	F12LM1844	2	0	LM1844	1	2	Simvastatin	5	FALSE	NT5022	TRUE	0	0	0.9996400935756704	1.0600672753483902	1.027390677558866	0
Bifidobacterium longum subsp. longum	11042019	F12LM1844	2	0	LM1844	1	2	Simvastatin	5	FALSE	NT5028	TRUE	0	0	0.9996400935756704	1.0600672753483902	1.027390677558866	0
Bilophila wadsworthia	11042019	F12LM1844	2	0	LM1844	1	2	Simvastatin	5	FALSE	NT5036	TRUE	0	0	0.9996400935756704	1.0600672753483902	1.027390677558866	0
Blautia obeum	11042019	F12LM1844	2	4	LM1844	1	2	Simvastatin	5	FALSE	NT5069	TRUE	0.001452960406828914	0.04081632653061225	0.9996400935756704	1.0600672753483902	1.027390677558866	0.0014927579768381635
Clostridium perfringens	11042019	F12LM1844	2	1097	LM1844	1	2	Simvastatin	5	FALSE	NT5032	FALSE	0.39847439157282966	11.193877551020408	0.9996400935756704	1.0600672753483902	1.027390677558866	0.4093888751478663
Collinsella aerofaciens	11042019	F12LM1844	2	5	LM1844	1	2	Simvastatin	5	FALSE	NT5073	FALSE	0.0018162005085361425	0.051020408163265314	0.9996400935756704	1.0600672753483902	1.027390677558866	0.0018659474710477043
Coprococcus comes	11042019	F12LM1844	2	12	LM1844	1	2	Simvastatin	5	FALSE	NT5048	FALSE	0.004358881220486742	0.12244897959183675	0.9996400935756704	1.0600672753483902	1.027390677558866	0.004478273930514491
Dorea formicigenerans	11042019	F12LM1844	2	11	LM1844	1	2	Simvastatin	5	FALSE	NT5076	FALSE	0.003995641118779513	0.11224489795918369	0.9996400935756704	1.0600672753483902	1.027390677558866	0.00410508443630495
Eggerthella lenta	11042019	F12LM1844	2	57	LM1844	1	2	Simvastatin	5	FALSE	NT5024	FALSE	0.020704685797312022	0.5816326530612245	0.9996400935756704	1.0600672753483902	1.027390677558866	0.021271801169943826
Escherichia coli ED1a	11042019	F12LM1844	2	373	LM1844	1	2	Simvastatin	5	FALSE	NT5078	FALSE	0.13548855793679623	3.8061224489795924	0.9996400935756704	1.0600672753483902	1.027390677558866	0.13919968134015875
Eubacterium rectale	11042019	F12LM1844	2	4	LM1844	1	2	Simvastatin	5	FALSE	NT5009	FALSE	0.001452960406828914	0.04081632653061225	0.9996400935756704	1.0600672753483902	1.027390677558866	0.0014927579768381635
Fusobacterium nucleatum subsp. nucleatum	11042019	F12LM1844	2	418	LM1844	1	2	Simvastatin	5	FALSE	NT5025	FALSE	0.1518343625136215	4.26530612244898	0.9996400935756704	1.0600672753483902	1.027390677558866	0.15599320857958807
Odoribacter splanchnicus	11042019	F12LM1844	2	0	LM1844	1	2	Simvastatin	5	FALSE	NT5081	TRUE	0	0	0.9996400935756704	1.0600672753483902	1.027390677558866	0
Parabacteroides distasonis	11042019	F12LM1844	2	2	LM1844	1	2	Simvastatin	5	FALSE	NT5074	TRUE	7.26480203414457e-4	0.020408163265306124	0.9996400935756704	1.0600672753483902	1.027390677558866	7.463789884190817e-4
Parabacteroides merdae	11042019	F12LM1844	2	65	LM1844	1	2	Simvastatin	5	FALSE	NT5071	FALSE	0.02361060661096985	0.663265306122449	0.9996400935756704	1.0600672753483902	1.027390677558866	0.024257317123620153
Prevotella copri	11042019	F12LM1844	2	0	LM1844	1	2	Simvastatin	5	FALSE	NT5019	TRUE	0	0	0.9996400935756704	1.0600672753483902	1.027390677558866	0
Roseburia intestinalis	11042019	F12LM1844	2	13	LM1844	1	2	Simvastatin	5	FALSE	NT5011	FALSE	0.00472212132219397	0.1326530612244898	0.9996400935756704	1.0600672753483902	1.027390677558866	0.004851463424724031
Ruminococcus bromii	11042019	F12LM1844	2	0	LM1844	1	2	Simvastatin	5	FALSE	NT5045	TRUE	0	0	0.9996400935756704	1.0600672753483902	1.027390677558866	0
Ruminococcus gnavus	11042019	F12LM1844	2	6	LM1844	1	2	Simvastatin	5	FALSE	NT5046	FALSE	0.002179440610243371	0.06122448979591837	0.9996400935756704	1.0600672753483902	1.027390677558866	0.0022391369652572453
Ruminococcus torques	11042019	F12LM1844	2	0	LM1844	1	2	Simvastatin	5	FALSE	NT5047	TRUE	0	0	0.9996400935756704	1.0600672753483902	1.027390677558866	0
Streptococcus parasanguinis	11042019	F12LM1844	2	83	LM1844	1	2	Simvastatin	5	FALSE	NT5072	FALSE	0.030148928441699963	0.8469387755102041	0.9996400935756704	1.0600672753483902	1.027390677558866	0.03097472801939189
Streptococcus salivarius	11042019	F12LM1844	2	18	LM1844	1	2	Simvastatin	5	FALSE	NT5038	FALSE	0.006538321830730113	0.1836734693877551	0.9996400935756704	1.0600672753483902	1.027390677558866	0.0067174108957717355
