strain	supernatant	conc	drug	well	tech_repl	biol_repl	plate_number	experiment_number	AUC	maxOD	finalOD
C. comes	E. coli ED1a	20	nifurtimox	A11	tech1	biol2	plate10	189	1.0062413314840501	0.9419953596287705	0.9419953596287705
C. comes	E. coli ED1a	20	nifurtimox	B11	tech2	biol1	plate11	187	1.0989304812834222	0.8909512761020882	0.8909512761020882
C. comes	E. coli ED1a	20	nifurtimox	B11	tech2	biol2	plate10	189	0.961858529819695	0.9698375870069608	0.9698375870069608
C. comes	E. coli ED1a	40	nifurtimox	A12	tech1	biol1	plate11	187	0.45632798573975036	0.7378190255220417	0.7378190255220417
C. comes	E. coli ED1a	40	nifurtimox	A12	tech1	biol2	plate10	189	0.0984743411927878	0.320185614849188	0.320185614849188
C. comes	E. coli ED1a	40	nifurtimox	B12	tech2	biol1	plate11	187	0.410873440285205	0.7285382830626449	0.7285382830626449
C. comes	E. coli ED1a	40	nifurtimox	B12	tech2	biol2	plate10	189	0.08460471567267684	0.28306264501160094	0.28306264501160094
C. comes	F. nucleatum	0	nifurtimox	A10	tech1	biol1	plate10	187	1.0073271742593182	0.989247311827957	0.989247311827957
C. comes	F. nucleatum	0	nifurtimox	A10	tech1	biol2	plate9	189	1.0200873362445415	0.9828178694158075	0.9828178694158075
C. comes	F. nucleatum	0	nifurtimox	B10	tech2	biol1	plate10	187	0.9926728257406816	1.0107526881720428	1.0107526881720428
C. comes	F. nucleatum	0	nifurtimox	B10	tech2	biol2	plate9	189	0.9799126637554586	0.9828178694158075	0.9828178694158075
C. comes	F. nucleatum	20	nifurtimox	A11	tech1	biol1	plate10	187	0.01784007645747054	0.0035842293906810066	-0.010752688172043019
C. comes	F. nucleatum	20	nifurtimox	A11	tech1	biol2	plate9	189	0.03202328966521109	0.0034364261168384914	-0.020618556701030948
C. comes	F. nucleatum	20	nifurtimox	B11	tech2	biol1	plate10	187	0.007645747053201664	0.01792114695340503	0.010752688172043019
C. comes	F. nucleatum	20	nifurtimox	B11	tech2	biol2	plate9	189	0.01688500727802039	-0.006872852233676983	-0.024054982817869438
C. comes	F. nucleatum	40	nifurtimox	A12	tech1	biol1	plate10	187	0.012105766167569308	-0.01792114695340503	-0.021505376344086037
C. comes	F. nucleatum	40	nifurtimox	A12	tech1	biol2	plate9	189	0.0023289665211062606	-0.010309278350515474	-0.017182130584192455
C. comes	F. nucleatum	40	nifurtimox	B12	tech2	biol1	plate10	187	0.004460019114367637	-0.0035842293906810066	-0.007168458781362013
C. comes	F. nucleatum	40	nifurtimox	B12	tech2	biol2	plate9	189	0.00349344978165939	-0.010309278350515474	-0.017182130584192455
C. comes	MGAM	0	nifurtimox	A1	tech1	biol2	plate9	189	1.0088726513569939	1.006872852233677	1.006872852233677
C. comes	MGAM	0	nifurtimox	A4	tech1	biol1	plate10	187	1.0121112929623568	0.9820788530465949	0.9820788530465949
C. comes	MGAM	0	nifurtimox	B1	tech2	biol2	plate9	189	0.9911273486430063	1.0378006872852235	1.0378006872852235
C. comes	MGAM	0	nifurtimox	B4	tech2	biol1	plate10	187	0.9878887070376432	1.025089605734767	1.025089605734767
C. comes	MGAM	20	nifurtimox	A2	tech1	biol2	plate9	189	0.002609603340292277	-0.020618556701030948	-0.024054982817869438
C. comes	MGAM	20	nifurtimox	A5	tech1	biol1	plate10	187	0.02029459901800329	0	-0.010752688172043019
C. comes	MGAM	20	nifurtimox	B2	tech2	biol2	plate9	189	0.009916492693110655	-0.006872852233676983	-0.024054982817869438
C. comes	MGAM	20	nifurtimox	B5	tech2	biol1	plate10	187	0.013093289689034381	-0.0035842293906810066	-0.010752688172043019
C. comes	MGAM	40	nifurtimox	A3	tech1	biol2	plate9	189	0.006263048016701467	0.0034364261168384914	-0.010309278350515474
C. comes	MGAM	40	nifurtimox	A6	tech1	biol1	plate10	187	0.007855973813420633	-0.007168458781362013	-0.014336917562724026
C. comes	MGAM	40	nifurtimox	B3	tech2	biol2	plate9	189	0.0271398747390397	0.013745704467353966	-0.006872852233676983
C. comes	MGAM	40	nifurtimox	B6	tech2	biol1	plate10	187	0.0032733224222585944	-0.007168458781362013	-0.010752688172043019
C. comes	R. intestinalis	0	nifurtimox	A7	tech1	biol1	plate10	187	1.009226853324849	0.985663082437276	0.985663082437276
C. comes	R. intestinalis	0	nifurtimox	A7	tech1	biol2	plate9	189	1.033538289547233	0.993127147766323	0.993127147766323
C. comes	R. intestinalis	0	nifurtimox	B7	tech2	biol1	plate10	187	0.9907731466751513	1.0286738351254479	1.0286738351254479
C. comes	R. intestinalis	0	nifurtimox	B7	tech2	biol2	plate9	189	0.9664617104527669	0.9656357388316151	0.9656357388316151
C. comes	R. intestinalis	20	nifurtimox	A8	tech1	biol1	plate10	187	0.008908685968819609	-0.007168458781362013	-0.014336917562724026
C. comes	R. intestinalis	20	nifurtimox	A8	tech1	biol2	plate9	189	0.02068194522079375	0	-0.017182130584192455
C. comes	R. intestinalis	20	nifurtimox	B8	tech2	biol1	plate10	187	0.02418071905822465	0.0035842293906810066	-0.010752688172043019
C. comes	R. intestinalis	20	nifurtimox	B8	tech2	biol2	plate9	189	0.017887087758524326	-0.006872852233676983	-0.020618556701030948
C. comes	R. intestinalis	40	nifurtimox	A9	tech1	biol1	plate10	187	0.0063633471205854315	-0.0035842293906810066	-0.010752688172043019
C. comes	R. intestinalis	40	nifurtimox	A9	tech1	biol2	plate9	189	0.007825600894354393	-0.0034364261168384914	-0.017182130584192455
C. comes	R. intestinalis	40	nifurtimox	B9	tech2	biol1	plate10	187	0.009545020680878154	-0.0035842293906810066	-0.014336917562724026
C. comes	R. intestinalis	40	nifurtimox	B9	tech2	biol2	plate9	189	0.010061486864169933	-0.010309278350515474	-0.024054982817869438
C. comes	S. parasanguinis	0	nifurtimox	A7	tech1	biol1	plate11	187	0.9996424740793708	1.0208816705336425	1.0208816705336425
C. comes	S. parasanguinis	0	nifurtimox	A7	tech1	biol2	plate10	189	1.0020338983050847	0.9791183294663576	0.9791183294663576
C. comes	S. parasanguinis	0	nifurtimox	B7	tech2	biol1	plate11	187	1.0003575259206294	1.0440835266821344	1.0440835266821344
C. comes	S. parasanguinis	0	nifurtimox	B7	tech2	biol2	plate10	189	0.9979661016949152	0.9976798143851509	0.9976798143851509
C. comes	S. parasanguinis	20	nifurtimox	A8	tech1	biol1	plate11	187	0.02574186628530569	0.06496519721577719	0.06496519721577719
C. comes	S. parasanguinis	20	nifurtimox	A8	tech1	biol2	plate10	189	0.012203389830508485	0.004640371229698381	0.004640371229698381
C. comes	S. parasanguinis	20	nifurtimox	B8	tech2	biol1	plate11	187	0.03146228101537365	0.03712296983758704	0.03712296983758704
C. comes	S. parasanguinis	20	nifurtimox	B8	tech2	biol2	plate10	189	0.010169491525423733	0.009280742459396762	0.009280742459396762
C. comes	S. parasanguinis	40	nifurtimox	A9	tech1	biol1	plate11	187	0.012870933142652854	0.00928074245939676	0
C. comes	S. parasanguinis	40	nifurtimox	A9	tech1	biol2	plate10	189	0.0088135593220339	-0.013921113689095143	-0.018561484918793524
C. comes	S. parasanguinis	40	nifurtimox	B9	tech2	biol1	plate11	187	0.019306399713979277	0	-0.0232018561484919
C. comes	S. parasanguinis	40	nifurtimox	B9	tech2	biol2	plate10	189	0.023050847457627137	0.018561484918793524	-0.009280742459396762
C. comes	S. salivarius	0	nifurtimox	A1	tech1	biol1	plate11	187	1.0054844606946984	0.9791183294663575	0.9791183294663575
C. comes	S. salivarius	0	nifurtimox	A1	tech1	biol2	plate10	189	0.980269339179455	1.0023201856148491	1.0023201856148491
C. comes	S. salivarius	0	nifurtimox	B1	tech2	biol1	plate11	187	0.9945155393053017	0.9651972157772623	0.9651972157772623
C. comes	S. salivarius	0	nifurtimox	B1	tech2	biol2	plate10	189	1.019730660820545	1.048723897911833	1.048723897911833
C. comes	S. salivarius	20	nifurtimox	A2	tech1	biol1	plate11	187	0.013162705667276065	-0.013921113689095141	-0.027842227378190282
C. comes	S. salivarius	20	nifurtimox	A2	tech1	biol2	plate10	189	0.015659254619480128	0.004640371229698381	-0.018561484918793524
C. comes	S. salivarius	20	nifurtimox	B2	tech2	biol1	plate11	187	0.02120658135283366	0.00928074245939676	-0.013921113689095141
C. comes	S. salivarius	20	nifurtimox	B2	tech2	biol2	plate10	189	0.013153773880363305	0.004640371229698381	-0.009280742459396762
C. comes	S. salivarius	40	nifurtimox	A3	tech1	biol1	plate11	187	0.01243144424131628	-0.013921113689095141	-0.01856148491879352
C. comes	S. salivarius	40	nifurtimox	A3	tech1	biol2	plate10	189	0.00876918258690887	0.004640371229698381	-0.013921113689095143
C. comes	S. salivarius	40	nifurtimox	B3	tech2	biol1	plate11	187	0.0117001828153565	0	-0.01856148491879352
C. comes	S. salivarius	40	nifurtimox	B3	tech2	biol2	plate10	189	0.011901033510804897	0.023201856148491903	0
C. ramosum	B. vulgatus	0	nifurtimox	E4	tech1	biol2	plate3	189	1.005813953488372	1.480565371024735	1.480565371024735
C. ramosum	B. vulgatus	0	nifurtimox	F4	tech2	biol2	plate3	189	0.9941860465116279	1.4169611307420493	1.4169611307420493
C. ramosum	B. vulgatus	20	nifurtimox	E5	tech1	biol2	plate3	189	0.013565891472868229	0.010600706713780926	0.010600706713780926
C. ramosum	B. vulgatus	20	nifurtimox	F5	tech2	biol2	plate3	189	0.034883720930232585	0.03180212014134278	0.03180212014134278
C. ramosum	B. vulgatus	40	nifurtimox	E6	tech1	biol2	plate3	189	0.03488372093023258	0.03180212014134278	0.003533568904593642
C. ramosum	B. vulgatus	40	nifurtimox	F6	tech2	biol2	plate3	189	0.013565891472868226	-0.017667844522968212	-0.024734982332155497
C. ramosum	C. comes	0	nifurtimox	E4	tech1	biol1	plate5	187	0.9822646657571624	1.677018633540373	1.677018633540373
C. ramosum	C. comes	0	nifurtimox	E4	tech1	biol2	plate4	189	0.9884169884169883	1.6493506493506498	1.6493506493506498
C. ramosum	C. comes	0	nifurtimox	F4	tech2	biol1	plate5	187	1.0177353342428377	1.7639751552795035	1.7639751552795035
C. ramosum	C. comes	0	nifurtimox	F4	tech2	biol2	plate4	189	1.0115830115830116	1.6363636363636367	1.6363636363636367
C. ramosum	C. comes	20	nifurtimox	E5	tech1	biol1	plate5	187	0	0.012422360248447218	0.012422360248447218
C. ramosum	C. comes	20	nifurtimox	E5	tech1	biol2	plate4	189	0.05920205920205918	0.16883116883116867	0.16883116883116867
C. ramosum	C. comes	20	nifurtimox	F5	tech2	biol1	plate5	187	0.013642564802182825	-0.012422360248447218	-0.012422360248447218
C. ramosum	C. comes	20	nifurtimox	F5	tech2	biol2	plate4	189	0.09009009009009009	0.16883116883116867	0.16883116883116867
C. ramosum	C. comes	40	nifurtimox	E6	tech1	biol1	plate5	187	0.013642564802182821	0.03726708074534165	0.024844720496894436
C. ramosum	C. comes	40	nifurtimox	E6	tech1	biol2	plate4	189	0.018018018018018032	-0.025974025974026003	-0.038961038961039
C. ramosum	C. comes	40	nifurtimox	F6	tech2	biol1	plate5	187	0.057298772169167865	0.1366459627329194	0.0745341614906833
C. ramosum	C. comes	40	nifurtimox	F6	tech2	biol2	plate4	189	0.007722007722007731	-0.038961038961039	-0.05194805194805201
C. ramosum	E. coli ED1a	0	nifurtimox	E10	tech1	biol1	plate5	187	0.9978118161925602	0.9192546583850935	0.9192546583850935
C. ramosum	E. coli ED1a	0	nifurtimox	E10	tech1	biol2	plate4	189	0.9926470588235293	0.987012987012987	0.987012987012987
C. ramosum	E. coli ED1a	0	nifurtimox	F10	tech2	biol1	plate5	187	1.0021881838074398	0.9689440993788819	0.9689440993788819
C. ramosum	E. coli ED1a	0	nifurtimox	F10	tech2	biol2	plate4	189	1.0073529411764708	0.9610389610389614	0.9610389610389614
C. ramosum	E. coli ED1a	20	nifurtimox	E11	tech1	biol1	plate5	187	0.9146608315098469	0.9192546583850935	0.9192546583850935
C. ramosum	E. coli ED1a	20	nifurtimox	E11	tech1	biol2	plate4	189	0.9926470588235295	1.038961038961039	1.038961038961039
C. ramosum	E. coli ED1a	20	nifurtimox	F11	tech2	biol1	plate5	187	0.8971553610503283	0.9440993788819879	0.9440993788819879
C. ramosum	E. coli ED1a	20	nifurtimox	F11	tech2	biol2	plate4	189	0.9963235294117648	1.025974025974026	1.025974025974026
C. ramosum	E. coli ED1a	40	nifurtimox	E12	tech1	biol1	plate5	187	0.4989059080962801	0.7080745341614907	0.7080745341614907
C. ramosum	E. coli ED1a	40	nifurtimox	E12	tech1	biol2	plate4	189	0.5441176470588237	0.9480519480519484	0.9480519480519484
C. ramosum	E. coli ED1a	40	nifurtimox	F12	tech2	biol1	plate5	187	0.4638949671772428	0.7204968944099379	0.7204968944099379
C. ramosum	E. coli ED1a	40	nifurtimox	F12	tech2	biol2	plate4	189	0.5735294117647061	0.8961038961038964	0.8961038961038964
C. ramosum	F. nucleatum	0	nifurtimox	E10	tech1	biol1	plate4	187	1.0229007633587786	0.992619926199262	0.992619926199262
C. ramosum	F. nucleatum	0	nifurtimox	E10	tech1	biol2	plate3	189	0.9953271028037385	0.9646643109540636	0.9646643109540636
C. ramosum	F. nucleatum	0	nifurtimox	F10	tech2	biol1	plate4	187	0.9770992366412213	1.029520295202952	1.029520295202952
C. ramosum	F. nucleatum	0	nifurtimox	F10	tech2	biol2	plate3	189	1.0046728971962615	0.9858657243816255	0.9858657243816255
C. ramosum	F. nucleatum	20	nifurtimox	E11	tech1	biol1	plate4	187	0.010178117048346064	0.025830258302583047	0.01107011070110702
C. ramosum	F. nucleatum	20	nifurtimox	E11	tech1	biol2	plate3	189	0.04439252336448595	0.09540636042402814	0.09540636042402814
C. ramosum	F. nucleatum	20	nifurtimox	F11	tech2	biol1	plate4	187	0	-0.025830258302583047	-0.025830258302583047
C. ramosum	F. nucleatum	20	nifurtimox	F11	tech2	biol2	plate3	189	0.05841121495327108	0.08833922261484106	0.08833922261484106
C. ramosum	F. nucleatum	40	nifurtimox	E12	tech1	biol1	plate4	187	0.022900763358778647	0.018450184501845032	-0.0036900369003690066
C. ramosum	F. nucleatum	40	nifurtimox	E12	tech1	biol2	plate3	189	0.01869158878504675	0.017667844522968212	0.003533568904593642
C. ramosum	F. nucleatum	40	nifurtimox	F12	tech2	biol1	plate4	187	0.01781170483460562	-0.025830258302583047	-0.025830258302583047
C. ramosum	F. nucleatum	40	nifurtimox	F12	tech2	biol2	plate3	189	0.01401869158878506	0.010600706713780926	-0.003533568904593642
C. ramosum	MGAM	0	nifurtimox	E1	tech1	biol2	plate3	189	0.9747530186608124	0.9929328621908127	0.9929328621908127
C. ramosum	MGAM	0	nifurtimox	E4	tech1	biol1	plate4	187	0.9782608695652174	1.007380073800738	1.007380073800738
C. ramosum	MGAM	0	nifurtimox	F1	tech2	biol2	plate3	189	1.0252469813391876	1.0212014134275618	1.0212014134275618
C. ramosum	MGAM	0	nifurtimox	F4	tech2	biol1	plate4	187	1.0217391304347827	1.029520295202952	1.029520295202952
C. ramosum	MGAM	20	nifurtimox	E2	tech1	biol2	plate3	189	0.013172338090010989	-0.003533568904593642	-0.017667844522968212
C. ramosum	MGAM	20	nifurtimox	E5	tech1	biol1	plate4	187	0	-0.01107011070110702	-0.01107011070110702
C. ramosum	MGAM	20	nifurtimox	F2	tech2	biol2	plate3	189	0	-0.024734982332155497	-0.024734982332155497
C. ramosum	MGAM	20	nifurtimox	F5	tech2	biol1	plate4	187	0	-0.01107011070110702	-0.01107011070110702
C. ramosum	MGAM	40	nifurtimox	E3	tech1	biol2	plate3	189	0.02854006586169048	0.010600706713780926	-0.010600706713780926
C. ramosum	MGAM	40	nifurtimox	E6	tech1	biol1	plate4	187	0.01630434782608697	0.0036900369003690066	-0.0036900369003690066
C. ramosum	MGAM	40	nifurtimox	F3	tech2	biol2	plate3	189	0	-0.010600706713780926	-0.010600706713780926
C. ramosum	MGAM	40	nifurtimox	F6	tech2	biol1	plate4	187	0	-0.0036900369003690066	-0.0036900369003690066
C. ramosum	R. intestinalis	0	nifurtimox	E7	tech1	biol1	plate4	187	0.9705882352941175	0.9261992619926198	0.9261992619926198
C. ramosum	R. intestinalis	0	nifurtimox	E7	tech1	biol2	plate3	189	0.9853658536585367	1	1
C. ramosum	R. intestinalis	0	nifurtimox	F7	tech2	biol1	plate4	187	1.0294117647058822	0.9409594095940959	0.9409594095940959
C. ramosum	R. intestinalis	0	nifurtimox	F7	tech2	biol2	plate3	189	1.0146341463414634	1	1
C. ramosum	R. intestinalis	20	nifurtimox	E8	tech1	biol1	plate4	187	0	-0.018450184501845032	-0.018450184501845032
C. ramosum	R. intestinalis	20	nifurtimox	E8	tech1	biol2	plate3	189	0.09024390243902441	0.18021201413427557	0.18021201413427557
C. ramosum	R. intestinalis	20	nifurtimox	F8	tech2	biol1	plate4	187	0.02058823529411766	-0.03321033210332106	-0.03321033210332106
C. ramosum	R. intestinalis	20	nifurtimox	F8	tech2	biol2	plate3	189	0.09512195121951221	0.18727915194346284	0.18727915194346284
C. ramosum	R. intestinalis	40	nifurtimox	E9	tech1	biol1	plate4	187	0	-0.025830258302583047	-0.025830258302583047
C. ramosum	R. intestinalis	40	nifurtimox	E9	tech1	biol2	plate3	189	0.012195121951219523	-0.017667844522968212	-0.024734982332155497
C. ramosum	R. intestinalis	40	nifurtimox	F9	tech2	biol1	plate4	187	0.0029411764705882374	-0.01107011070110702	-0.018450184501845032
C. ramosum	R. intestinalis	40	nifurtimox	F9	tech2	biol2	plate3	189	0.012195121951219523	-0.024734982332155497	-0.03180212014134278
C. ramosum	S. parasanguinis	0	nifurtimox	E7	tech1	biol1	plate5	187	0.9715447154471545	1.0683229813664596	1.0683229813664596
C. ramosum	S. parasanguinis	0	nifurtimox	E7	tech1	biol2	plate4	189	0.9869646182495344	0.987012987012987	0.987012987012987
C. ramosum	S. parasanguinis	0	nifurtimox	F7	tech2	biol1	plate5	187	1.0284552845528456	1.031055900621118	1.031055900621118
C. ramosum	S. parasanguinis	0	nifurtimox	F7	tech2	biol2	plate4	189	1.0130353817504656	1	1
C. ramosum	S. parasanguinis	20	nifurtimox	E8	tech1	biol1	plate5	187	0.12601626016260165	0.19875776397515513	0.19875776397515513
C. ramosum	S. parasanguinis	20	nifurtimox	E8	tech1	biol2	plate4	189	0.27932960893854736	0.7012987012987013	0.7012987012987013
C. ramosum	S. parasanguinis	20	nifurtimox	F8	tech2	biol1	plate5	187	0.09756097560975609	0.23602484472049678	0.23602484472049678
C. ramosum	S. parasanguinis	20	nifurtimox	F8	tech2	biol2	plate4	189	0.32029795158286783	0.7012987012987013	0.7012987012987013
C. ramosum	S. parasanguinis	40	nifurtimox	E9	tech1	biol1	plate5	187	0.02032520325203254	-0.012422360248447218	-0.024844720496894436
C. ramosum	S. parasanguinis	40	nifurtimox	E9	tech1	biol2	plate4	189	0.05959031657355685	0.025974025974026003	-0.025974025974026003
C. ramosum	S. parasanguinis	40	nifurtimox	F9	tech2	biol1	plate5	187	0.032520325203252064	0	-0.024844720496894436
C. ramosum	S. parasanguinis	40	nifurtimox	F9	tech2	biol2	plate4	189	0.01862197392923652	0.025974025974026003	0.012987012987013002
C. ramosum	S. salivarius	0	nifurtimox	E1	tech1	biol1	plate5	187	0.9635627530364371	0.9068322981366462	0.9068322981366462
C. ramosum	S. salivarius	0	nifurtimox	E1	tech1	biol2	plate4	189	0.9983896940418682	1	1
C. ramosum	S. salivarius	0	nifurtimox	F1	tech2	biol1	plate5	187	1.0364372469635628	0.894409937888199	0.894409937888199
C. ramosum	S. salivarius	0	nifurtimox	F1	tech2	biol2	plate4	189	1.001610305958132	1	1
C. ramosum	S. salivarius	20	nifurtimox	E2	tech1	biol1	plate5	187	0.02834008097165994	0.012422360248447218	0.012422360248447218
C. ramosum	S. salivarius	20	nifurtimox	E2	tech1	biol2	plate4	189	0.15780998389694048	0.4545454545454547	0.4545454545454547
C. ramosum	S. salivarius	20	nifurtimox	F2	tech2	biol1	plate5	187	0.008097165991902841	0.012422360248447218	0.012422360248447218
C. ramosum	S. salivarius	20	nifurtimox	F2	tech2	biol2	plate4	189	0.19323671497584546	0.4805194805194807	0.4805194805194807
C. ramosum	S. salivarius	40	nifurtimox	E3	tech1	biol1	plate5	187	0.11740890688259085	0.23602484472049678	0.12422360248447217
C. ramosum	S. salivarius	40	nifurtimox	E3	tech1	biol2	plate4	189	0.012882447665056371	0.038961038961039	0.012987012987013002
C. ramosum	S. salivarius	40	nifurtimox	F3	tech2	biol1	plate5	187	0.028340080971659944	0	-0.012422360248447218
C. ramosum	S. salivarius	40	nifurtimox	F3	tech2	biol2	plate4	189	0.025764895330112742	0	-0.025974025974026003
C. saccharolyticum	B. vulgatus	0	nifurtimox	C4	tech1	biol2	plate7	189	0.9374449339207047	1.6907216494845358	1.6907216494845358
C. saccharolyticum	B. vulgatus	0	nifurtimox	D4	tech2	biol2	plate7	189	1.0625550660792953	1.7525773195876286	1.7525773195876286
C. saccharolyticum	B. vulgatus	20	nifurtimox	C5	tech1	biol2	plate7	189	0.031718061674008854	0.10309278350515473	0.04123711340206189
C. saccharolyticum	B. vulgatus	20	nifurtimox	D5	tech2	biol2	plate7	189	0.10044052863436122	0.12371134020618539	0.061855670103092834
C. saccharolyticum	B. vulgatus	40	nifurtimox	C6	tech1	biol2	plate7	189	0.06696035242290756	0	-0.04123711340206189
C. saccharolyticum	B. vulgatus	40	nifurtimox	D6	tech2	biol2	plate7	189	0.10044052863436133	0	-0.061855670103092834
C. saccharolyticum	C. comes	0	nifurtimox	C4	tech1	biol1	plate9	187	0.9702623906705539	1.5459459459459461	1.491891891891892
C. saccharolyticum	C. comes	0	nifurtimox	C4	tech1	biol2	plate8	189	0.997506234413965	1.3333333333333333	1.3333333333333333
C. saccharolyticum	C. comes	0	nifurtimox	D4	tech2	biol1	plate9	187	1.0297376093294461	1.5675675675675678	1.502702702702703
C. saccharolyticum	C. comes	0	nifurtimox	D4	tech2	biol2	plate8	189	1.0024937655860349	1.348148148148148	1.348148148148148
C. saccharolyticum	C. comes	20	nifurtimox	C5	tech1	biol1	plate9	187	0.01807580174927115	0.06486486486486492	0.054054054054054106
C. saccharolyticum	C. comes	20	nifurtimox	C5	tech1	biol2	plate8	189	0.02244389027431423	0.014814814814814828	0.014814814814814828
C. saccharolyticum	C. comes	20	nifurtimox	D5	tech2	biol1	plate9	187	0.02040816326530614	0.02162162162162164	0.02162162162162164
C. saccharolyticum	C. comes	20	nifurtimox	D5	tech2	biol2	plate8	189	0.049875311720698284	0.029629629629629655	0.029629629629629655
C. saccharolyticum	C. comes	40	nifurtimox	C6	tech1	biol1	plate9	187	0.019241982507288646	-0.04324324324324328	-0.07567567567567575
C. saccharolyticum	C. comes	40	nifurtimox	C6	tech1	biol2	plate8	189	0.06982543640897763	-0.04444444444444448	-0.07407407407407414
C. saccharolyticum	C. comes	40	nifurtimox	D6	tech2	biol1	plate9	187	0.016326530612244913	-0.01081081081081082	-0.054054054054054106
C. saccharolyticum	C. comes	40	nifurtimox	D6	tech2	biol2	plate8	189	0.08229426433915217	0	-0.04444444444444448
C. saccharolyticum	E. coli ED1a	0	nifurtimox	C10	tech1	biol1	plate9	187	0.9982563208369659	0.9189189189189189	0.8972972972972972
C. saccharolyticum	E. coli ED1a	0	nifurtimox	C10	tech1	biol2	plate8	189	0.9838945827232797	0.9629629629629629	0.9629629629629629
C. saccharolyticum	E. coli ED1a	0	nifurtimox	D10	tech2	biol1	plate9	187	1.001743679163034	0.9405405405405405	0.9189189189189189
C. saccharolyticum	E. coli ED1a	0	nifurtimox	D10	tech2	biol2	plate8	189	1.0161054172767203	0.9037037037037037	0.9037037037037037
C. saccharolyticum	E. coli ED1a	20	nifurtimox	C11	tech1	biol1	plate9	187	1.018308631211857	0.9297297297297297	0.9189189189189189
C. saccharolyticum	E. coli ED1a	20	nifurtimox	C11	tech1	biol2	plate8	189	0.9604685212298681	0.874074074074074	0.874074074074074
C. saccharolyticum	E. coli ED1a	20	nifurtimox	D11	tech2	biol1	plate9	187	1.0313862249346122	0.9297297297297297	0.9189189189189189
C. saccharolyticum	E. coli ED1a	20	nifurtimox	D11	tech2	biol2	plate8	189	0.9282576866764275	0.9037037037037037	0.9037037037037037
C. saccharolyticum	E. coli ED1a	40	nifurtimox	C12	tech1	biol1	plate9	187	0.7951176983435048	0.8540540540540539	0.8540540540540539
C. saccharolyticum	E. coli ED1a	40	nifurtimox	C12	tech1	biol2	plate8	189	0.24597364568081992	0.4888888888888889	0.4888888888888889
C. saccharolyticum	E. coli ED1a	40	nifurtimox	D12	tech2	biol1	plate9	187	0.7933740191804708	0.908108108108108	0.908108108108108
C. saccharolyticum	E. coli ED1a	40	nifurtimox	D12	tech2	biol2	plate8	189	0.3572474377745242	0.5481481481481482	0.5481481481481482
C. saccharolyticum	F. nucleatum	0	nifurtimox	C10	tech1	biol1	plate8	187	0.9956433343014814	0.9785714285714285	0.9428571428571428
C. saccharolyticum	F. nucleatum	0	nifurtimox	C10	tech1	biol2	plate7	189	0.8780487804878049	0.9278350515463917	0.9278350515463917
C. saccharolyticum	F. nucleatum	0	nifurtimox	D10	tech2	biol1	plate8	187	1.0043566656985186	1.0071428571428571	0.9857142857142857
C. saccharolyticum	F. nucleatum	0	nifurtimox	D10	tech2	biol2	plate7	189	1.121951219512195	0.9072164948453607	0.9072164948453607
C. saccharolyticum	F. nucleatum	20	nifurtimox	C11	tech1	biol1	plate8	187	0.013941330235259956	0.04285714285714289	0.014285714285714297
C. saccharolyticum	F. nucleatum	20	nifurtimox	C11	tech1	biol2	plate7	189	0.11219512195121958	-0.020618556701030945	-0.020618556701030945
C. saccharolyticum	F. nucleatum	20	nifurtimox	D11	tech2	biol1	plate8	187	0.026139994191112428	0.014285714285714297	0.007142857142857149
C. saccharolyticum	F. nucleatum	20	nifurtimox	D11	tech2	biol2	plate7	189	0.07073170731707322	0.020618556701030945	0.020618556701030945
C. saccharolyticum	F. nucleatum	40	nifurtimox	C12	tech1	biol1	plate8	187	0.02846354923032241	-0.021428571428571446	-0.04285714285714289
C. saccharolyticum	F. nucleatum	40	nifurtimox	C12	tech1	biol2	plate7	189	0.09024390243902444	-0.030927835051546417	-0.061855670103092834
C. saccharolyticum	F. nucleatum	40	nifurtimox	D12	tech2	biol1	plate8	187	0.02033110659308744	0.03571428571428574	-0.014285714285714297
C. saccharolyticum	F. nucleatum	40	nifurtimox	D12	tech2	biol2	plate7	189	0.14634146341463425	0	-0.061855670103092834
C. saccharolyticum	MGAM	0	nifurtimox	C1	tech1	biol2	plate7	189	0.9578378378378378	0.9896907216494846	0.9896907216494846
C. saccharolyticum	MGAM	0	nifurtimox	C4	tech1	biol1	plate8	187	0.9797136038186158	1.0071428571428571	0.9714285714285714
C. saccharolyticum	MGAM	0	nifurtimox	D1	tech2	biol2	plate7	189	1.0421621621621622	1.0206185567010309	1.0206185567010309
C. saccharolyticum	MGAM	0	nifurtimox	D4	tech2	biol1	plate8	187	1.0202863961813844	1.0571428571428572	1.0142857142857142
C. saccharolyticum	MGAM	20	nifurtimox	C2	tech1	biol2	plate7	189	0.02378378378378381	-0.04123711340206189	-0.051546391752577365
C. saccharolyticum	MGAM	20	nifurtimox	C5	tech1	biol1	plate8	187	0.02326968973747019	0	-0.007142857142857149
C. saccharolyticum	MGAM	20	nifurtimox	D2	tech2	biol2	plate7	189	0.14702702702702716	0.08247422680412378	-0.010309278350515472
C. saccharolyticum	MGAM	20	nifurtimox	D5	tech2	biol1	plate8	187	0.011933174224343686	0	0
C. saccharolyticum	MGAM	40	nifurtimox	C6	tech1	biol1	plate8	187	0.030429594272076407	0.021428571428571446	-0.028571428571428595
C. saccharolyticum	MGAM	40	nifurtimox	D3	tech2	biol2	plate7	189	0.14702702702702716	-0.010309278350515472	-0.07216494845360831
