id	drug	concentration	community	technical_replicate	sample_type	plate_number	time_point	area_drug	IS	area_is	IS_count	y	time
MZ006A_Ketoconazole_8000_C2_tech2_WC_P2_t1.25_POS.d	Ketoconazole	80	C2	tech2	WC	P2	t1.25	1717981	area_is_caffeine	149199	44	0.9241066368683557	1.25
MZ006A_Lansoprazole_8000_C1_tech1_SN_P1_t1.25_POS.d	Lansoprazole	80	C1	tech1	SN	P1	t1.25	4329964	area_is_caffeine	158464	44	1.022636874535995	1.25
MZ006A_Lansoprazole_8000_C1_tech2_SN_P1_t1.25_POS.d	Lansoprazole	80	C1	tech2	SN	P1	t1.25	3516738	area_is_caffeine	163451	44	0.805230487290935	1.25
MZ006A_Lansoprazole_8000_C1_tech1_WC_P1_t1.25_POS.d	Lansoprazole	80	C1	tech1	WC	P1	t1.25	4674585	area_is_caffeine	172983	44	1.0113638210511777	1.25
MZ006A_Lansoprazole_8000_C1_tech2_WC_P1_t1.25_POS.d	Lansoprazole	80	C1	tech2	WC	P1	t1.25	3154367	area_is_caffeine	153456	44	0.7693006941963115	1.25
MZ006A_Lansoprazole_8000_C2_tech1_SN_P1_t1.25_POS.d	Lansoprazole	80	C2	tech1	SN	P1	t1.25	4029515	area_is_caffeine	156932	44	0.9121014327327306	1.25
MZ006A_Lansoprazole_8000_C2_tech2_SN_P2_t1.25_POS.d	Lansoprazole	80	C2	tech2	SN	P2	t1.25	3517009	area_is_caffeine	158851	44	0.786475860500226	1.25
MZ006A_Lansoprazole_8000_C2_tech1_WC_P2_t1.25_POS.d	Lansoprazole	80	C2	tech1	WC	P2	t1.25	4277281	area_is_caffeine	164834	44	0.9217706073606534	1.25
MZ006A_Lansoprazole_8000_C2_tech2_WC_P2_t1.25_POS.d	Lansoprazole	80	C2	tech2	WC	P2	t1.25	3949098	area_is_caffeine	156689	44	0.8952849276376196	1.25
MZ006A_Loratadine_8000_C1_tech1_SN_P1_t1.25_POS.d	Loratadine	80	C1	tech1	SN	P1	t1.25	1862050	area_is_warfarin	1693700	44	0.6697833172972988	1.25
MZ006A_Loratadine_8000_C1_tech2_SN_P1_t1.25_POS.d	Loratadine	80	C1	tech2	SN	P1	t1.25	1188630	area_is_warfarin	1436829	44	0.5039890229328062	1.25
MZ006A_Loratadine_8000_C1_tech1_WC_P1_t1.25_POS.d	Loratadine	80	C1	tech1	WC	P1	t1.25	2162100	area_is_warfarin	1443834	44	0.9123006563856779	1.25
MZ006A_Loratadine_8000_C1_tech2_WC_P1_t1.25_POS.d	Loratadine	80	C1	tech2	WC	P1	t1.25	2003933	area_is_warfarin	1501647	44	0.8130080006650854	1.25
MZ006A_Loratadine_8000_C2_tech1_SN_P1_t1.25_POS.d	Loratadine	80	C2	tech1	SN	P1	t1.25	1968209	area_is_warfarin	1428124	44	0.7645310969382556	1.25
MZ006A_Loratadine_8000_C2_tech2_SN_P2_t1.25_POS.d	Loratadine	80	C2	tech2	SN	P2	t1.25	1487137	area_is_warfarin	1323582	44	0.6232897511332836	1.25
MZ006A_Loratadine_8000_C2_tech1_WC_P2_t1.25_POS.d	Loratadine	80	C2	tech1	WC	P2	t1.25	2590621	area_is_warfarin	1567509	44	0.9168191958282061	1.25
MZ006A_Loratadine_8000_C2_tech2_WC_P2_t1.25_POS.d	Loratadine	80	C2	tech2	WC	P2	t1.25	1831047	area_is_warfarin	1434337	44	0.7081710186414628	1.25
MZ006A_Loxapine_8000_C1_tech1_SN_P1_t1.25_POS.d	Loxapine	80	C1	tech1	SN	P1	t1.25	3562996	area_is_caffeine	173403	44	0.9503404946167088	1.25
MZ006A_Loxapine_8000_C1_tech2_SN_P1_t1.25_POS.d	Loxapine	80	C1	tech2	SN	P1	t1.25	2392373	area_is_caffeine	161322	44	0.6858921020855583	1.25
MZ006A_Loxapine_8000_C1_tech1_WC_P1_t1.25_POS.d	Loxapine	80	C1	tech1	WC	P1	t1.25	4330738	area_is_caffeine	160971	44	1.2443277195782034	1.25
MZ006A_Loxapine_8000_C1_tech2_WC_P1_t1.25_POS.d	Loxapine	80	C1	tech2	WC	P1	t1.25	3074810	area_is_caffeine	158714	44	0.8960320723388056	1.25
MZ006A_Loxapine_8000_C2_tech1_SN_P1_t1.25_POS.d	Loxapine	80	C2	tech1	SN	P1	t1.25	4635965	area_is_caffeine	161369	44	1.0013203376766437	1.25
MZ006A_Loxapine_8000_C2_tech2_SN_P2_t1.25_POS.d	Loxapine	80	C2	tech2	SN	P2	t1.25	4063677	area_is_caffeine	154433	44	0.9171324694183699	1.25
MZ006A_Loxapine_8000_C2_tech1_WC_P2_t1.25_POS.d	Loxapine	80	C2	tech1	WC	P2	t1.25	5214354	area_is_caffeine	158638	44	1.1456350239305695	1.25
MZ006A_Loxapine_8000_C2_tech2_WC_P2_t1.25_POS.d	Loxapine	80	C2	tech2	WC	P2	t1.25	4298210	area_is_caffeine	150008	44	0.9986796623233563	1.25
MZ006A_Omeprazole_8000_C1_tech1_SN_P1_t1.25_POS.d	Omeprazole	80	C1	tech1	SN	P1	t1.25	3933210	area_is_warfarin	1581733	43	0.95367908500195675	1.25
MZ006A_Omeprazole_8000_C1_tech2_SN_P1_t1.25_POS.d	Omeprazole	80	C1	tech2	SN	P1	t1.25	3222478	area_is_warfarin	1584444	43	0.7800121470106612	1.25
MZ006A_Omeprazole_8000_C1_tech1_WC_P1_t1.25_POS.d	Omeprazole	80	C1	tech1	WC	P1	t1.25	3966792	area_is_warfarin	1425453	43	1.067271286512342	1.25
MZ006A_Omeprazole_8000_C1_tech2_WC_P1_t1.25_POS.d	Omeprazole	80	C1	tech2	WC	P1	t1.25	3469561	area_is_warfarin	1723710	43	0.7719668041849218	1.25
MZ006A_Omeprazole_8000_C2_tech1_SN_P2_t1.25_POS.d	Omeprazole	80	C2	tech1	SN	P2	t1.25	2914881	area_is_warfarin	1209129	43	0.989290354371039	1.25
MZ006A_Omeprazole_8000_C2_tech2_SN_P2_t1.25_POS.d	Omeprazole	80	C2	tech2	SN	P2	t1.25	2954034	area_is_warfarin	1481583	43	0.8182105711976547	1.25
MZ006A_Omeprazole_8000_C2_tech1_WC_P2_t1.25_POS.d	Omeprazole	80	C2	tech1	WC	P2	t1.25	3136025	area_is_warfarin	1406017	43	0.915302244345613	1.25
MZ006A_Omeprazole_8000_C2_tech2_WC_P2_t1.25_POS.d	Omeprazole	80	C2	tech2	WC	P2	t1.25	2983725	area_is_warfarin	1569554	43	0.7801140755749395	1.25
MZ006A_Aprepitant_3000_C1_tech1_SN_P1_t1.25_POS	Aprepitant	30	C1	tech1	SN	P1	t1.25	15050321	area_is_2-amino-cpb	758758	88	0.79228630697672	1.25
MZ006A_Aprepitant_3000_C1_tech2_SN_P1_t1.25_POS	Aprepitant	30	C1	tech2	SN	P1	t1.25	13039103	area_is_2-amino-cpb	689139	88	0.7557541801480181	1.25
MZ006A_Aprepitant_3000_C1_tech1_WC_P1_t1.25_POS	Aprepitant	30	C1	tech1	WC	P1	t1.25	14893942	area_is_2-amino-cpb	654603	88	0.908806317474518	1.25
MZ006A_Aprepitant_3000_C1_tech2_WC_P2_t1.25_POS	Aprepitant	30	C1	tech2	WC	P2	t1.25	14244830	area_is_2-amino-cpb	629241	88	0.9042321169734271	1.25
MZ006A_Aprepitant_3000_C2_tech1_SN_P2_t1.25_POS	Aprepitant	30	C2	tech1	SN	P2	t1.25	14055527	area_is_2-amino-cpb	629015	88	0.7491839202397268	1.25
MZ006A_Aprepitant_3000_C2_tech2_SN_P2_t1.25_POS	Aprepitant	30	C2	tech2	SN	P2	t1.25	7087294	area_is_2-amino-cpb	659239	88	0.36044571982892276	1.25
MZ006A_Aprepitant_3000_C2_tech1_WC_P3_t1.25_POS	Aprepitant	30	C2	tech1	WC	P3	t1.25	16832045	area_is_2-amino-cpb	632269	88	0.8925597747121818	1.25
MZ006A_Aprepitant_3000_C2_tech2_WC_P3_t1.25_POS	Aprepitant	30	C2	tech2	WC	P3	t1.25	15877150	area_is_2-amino-cpb	609629	88	0.8731909894382229	1.25
MZ006A_Aripiprazole_2000_C1_tech1_SN_P1_t1.25_POS	Aripiprazole	20	C1	tech1	SN	P1	t1.25	7393702	area_is_sulfamethoxazole	758463	43	0.8849299722778963	1.25
MZ006A_Aripiprazole_2000_C1_tech2_SN_P1_t1.25_POS	Aripiprazole	20	C1	tech2	SN	P1	t1.25	4757012	area_is_sulfamethoxazole	734378	43	0.5880252166741463	1.25
MZ006A_Aripiprazole_2000_C1_tech1_WC_P1_t1.25_POS	Aripiprazole	20	C1	tech1	WC	P1	t1.25	6172570	area_is_sulfamethoxazole	679708	43	0.8243753627315747	1.25
MZ006A_Aripiprazole_2000_C1_tech2_WC_P2_t1.25_POS	Aripiprazole	20	C1	tech2	WC	P2	t1.25	5126191	area_is_sulfamethoxazole	677813	43	0.686540641480199	1.25
MZ006A_Aripiprazole_2000_C2_tech1_SN_P2_t1.25_POS	Aripiprazole	20	C2	tech1	SN	P2	t1.25	4963859	area_is_sulfamethoxazole	707690	43	0.7532180045261679	1.25
MZ006A_Aripiprazole_2000_C2_tech2_SN_P2_t1.25_POS	Aripiprazole	20	C2	tech2	SN	P2	t1.25	2232076	area_is_sulfamethoxazole	700117	43	0.34235972542304083	1.25
MZ006A_Aripiprazole_2000_C2_tech1_WC_P3_t1.25_POS	Aripiprazole	20	C2	tech1	WC	P3	t1.25	5372597	area_is_sulfamethoxazole	688874	43	0.8375076571612121	1.25
MZ006A_Aripiprazole_2000_C2_tech2_WC_P3_t1.25_POS	Aripiprazole	20	C2	tech2	WC	P3	t1.25	3107084	area_is_sulfamethoxazole	690595	43	0.4831409841636215	1.25
MZ006A_Clomiphene_2000_C1_tech1_SN_P1_t1.25_POS	Clomiphene	20	C1	tech1	SN	P1	t1.25	6666319	area_is_caffeine	237814	42	0.6693618006822424	1.25
MZ006A_Clomiphene_2000_C1_tech2_SN_P1_t1.25_POS	Clomiphene	20	C1	tech2	SN	P1	t1.25	3921401	area_is_caffeine	250540	42	0.3737458958469755	1.25
MZ006A_Clomiphene_2000_C1_tech1_WC_P1_t1.25_POS	Clomiphene	20	C1	tech1	WC	P1	t1.25	7166790	area_is_caffeine	220908	42	0.7746856037818439	1.25
MZ006A_Clomiphene_2000_C1_tech2_WC_P2_t1.25_POS	Clomiphene	20	C1	tech2	WC	P2	t1.25	7360632	area_is_caffeine	223351	42	0.786936074015991	1.25
MZ006A_Clomiphene_2000_C2_tech1_SN_P2_t1.25_POS	Clomiphene	20	C2	tech1	SN	P2	t1.25	6041270	area_is_caffeine	225442	42	0.5518550766993549	1.25
MZ006A_Clomiphene_2000_C2_tech2_SN_P2_t1.25_POS	Clomiphene	20	C2	tech2	SN	P2	t1.25	4170427	area_is_caffeine	243095	42	0.353293886317836	1.25
MZ006A_Clomiphene_2000_C2_tech1_WC_P3_t1.25_POS	Clomiphene	20	C2	tech1	WC	P3	t1.25	6724374	area_is_caffeine	223425	42	0.6198002092036432	1.25
MZ006A_Clomiphene_2000_C2_tech2_WC_P3_t1.25_POS	Clomiphene	20	C2	tech2	WC	P3	t1.25	5146250	area_is_caffeine	244582	42	0.4333093025511136	1.25
MZ006A_Ciprofloxacin_2000_C1_tech1_SN_P1_t1.25_POS	Ciprofloxacin	20	C1	tech1	SN	P1	t1.25	3992578	area_is_caffeine	253395	43	0.8956697287894285	1.25
MZ006A_Ciprofloxacin_2000_C1_tech1_WC_P1_t1.25_POS	Ciprofloxacin	20	C1	tech1	WC	P1	t1.25	3856847	area_is_caffeine	219824	43	0.9973551462014792	1.25
MZ006A_Ciprofloxacin_2000_C1_tech2_SN_P1_t1.25_POS	Ciprofloxacin	20	C1	tech2	SN	P1	t1.25	3836580	area_is_caffeine	235185	43	0.9273147494983311	1.25
MZ006A_Ciprofloxacin_2000_C1_tech2_WC_P2_t1.25_POS	Ciprofloxacin	20	C1	tech2	WC	P2	t1.25	3796563	area_is_caffeine	229964	43	0.9384762469235431	1.25
MZ006A_Ciprofloxacin_2000_C2_tech1_SN_P2_t1.25_POS	Ciprofloxacin	20	C2	tech1	SN	P2	t1.25	3866142	area_is_caffeine	230005	43	1.0023309097763473	1.25
MZ006A_Ciprofloxacin_2000_C2_tech1_WC_P3_t1.25_POS	Ciprofloxacin	20	C2	tech1	WC	P3	t1.25	3752979	area_is_caffeine	215954	43	1.036299958568099	1.25
MZ006A_Ciprofloxacin_2000_C2_tech2_SN_P2_t1.25_POS	Ciprofloxacin	20	C2	tech2	SN	P2	t1.25	3718882	area_is_caffeine	222278	43	0.9976690902236524	1.25
MZ006A_Ciprofloxacin_2000_C2_tech2_WC_P3_t1.25_POS	Ciprofloxacin	20	C2	tech2	WC	P3	t1.25	3503231	area_is_caffeine	218137	43	0.9576571121450508	1.25
MZ006A_Dienestrol_2000_C1_tech1_SN_P1_t1.25_POS	Dienestrol	20	C1	tech1	SN	P1	t1.25	447471	area_is_sulfamethoxazole	753051	42	0.9814475791624307	1.25
MZ006A_Dienestrol_2000_C1_tech1_WC_P1_t1.25_POS	Dienestrol	20	C1	tech1	WC	P1	t1.25	407545	area_is_sulfamethoxazole	673135	42	1	1.25
MZ006A_Dienestrol_2000_C1_tech2_WC_P2_t1.25_POS	Dienestrol	20	C1	tech2	WC	P2	t1.25	466473	area_is_sulfamethoxazole	696104	42	1.1068250640569695	1.25
MZ006A_Dienestrol_2000_C2_tech1_SN_P2_t1.25_POS	Dienestrol	20	C2	tech1	SN	P2	t1.25	419414	area_is_sulfamethoxazole	676401	42	1.0571930864840775	1.25
MZ006A_Dienestrol_2000_C2_tech2_SN_P2_t1.25_POS	Dienestrol	20	C2	tech2	SN	P2	t1.25	389397	area_is_sulfamethoxazole	786504	42	0.844126040217279	1.25
MZ006A_Dienestrol_2000_C2_tech1_WC_P3_t1.25_POS	Dienestrol	20	C2	tech1	WC	P3	t1.25	366201	area_is_sulfamethoxazole	666767	42	0.9363992579738276	1.25
MZ006A_Dienestrol_2000_C2_tech2_WC_P3_t1.25_POS	Dienestrol	20	C2	tech2	WC	P3	t1.25	359616	area_is_sulfamethoxazole	673958	42	0.9097494580839246	1.25
MZ006A_Mecillinam_2000_C1_tech1_SN_P1_t1.25_POS	Mecillinam	20	C1	tech1	SN	P1	t1.25	5423697	area_is_caffeine	248757	44	0.9667386724956977	1.25
MZ006A_Mecillinam_2000_C1_tech2_SN_P1_t1.25_POS	Mecillinam	20	C1	tech2	SN	P1	t1.25	4578439	area_is_caffeine	264050	44	0.7688121601661659	1.25
MZ006A_Mecillinam_2000_C1_tech1_WC_P1_t1.25_POS	Mecillinam	20	C1	tech1	WC	P1	t1.25	5064652	area_is_caffeine	219456	44	1.0232721021697804	1.25
MZ006A_Mecillinam_2000_C1_tech2_WC_P2_t1.25_POS	Mecillinam	20	C1	tech2	WC	P2	t1.25	4210121	area_is_caffeine	264955	44	0.704549387329425	1.25
MZ006A_Mecillinam_2000_C2_tech1_SN_P2_t1.25_POS	Mecillinam	20	C2	tech1	SN	P2	t1.25	4738333	area_is_caffeine	227665	44	0.9208307162206775	1.25
MZ006A_Mecillinam_2000_C2_tech2_SN_P3_t1.25_POS	Mecillinam	20	C2	tech2	SN	P3	t1.25	4428733	area_is_caffeine	232747	44	0.8418716695056687	1.25
MZ006A_Mecillinam_2000_C2_tech1_WC_P3_t1.25_POS	Mecillinam	20	C2	tech1	WC	P3	t1.25	4459397	area_is_caffeine	222143	44	0.8881656919663806	1.25
MZ006A_Mecillinam_2000_C2_tech2_WC_P3_t1.25_POS	Mecillinam	20	C2	tech2	WC	P3	t1.25	4175583	area_is_caffeine	229239	44	0.8058961926908621	1.25
MZ006A_Aprepitant_0500_C1_tech1_SN_P1_t1.25_POS	Aprepitant	5	C1	tech1	SN	P1	t1.25	2114538	area_is_2-amino-cpb	489176	88	0.12916305262262937	1.25
MZ006A_Aprepitant_0500_C1_tech1_WC_P1_t1.25_POS	Aprepitant	5	C1	tech1	WC	P1	t1.25	2644262	area_is_2-amino-cpb	390082	88	0.20255199316672762	1.25
MZ006A_Aprepitant_0500_C1_tech2_SN_P1_t1.25_POS	Aprepitant	5	C1	tech2	SN	P1	t1.25	1946757	area_is_2-amino-cpb	420983	88	0.13817680108195174	1.25
MZ006A_Aprepitant_0500_C1_tech2_WC_P1_t1.25_POS	Aprepitant	5	C1	tech2	WC	P1	t1.25	2435883	area_is_2-amino-cpb	373778	88	0.19472900126649564	1.25
MZ006A_Aprepitant_0500_C2_tech1_SN_P1_t1.25_POS	Aprepitant	5	C2	tech1	SN	P1	t1.25	1479012	area_is_2-amino-cpb	372687	88	0.5555547409721258	1.25
MZ006A_Aprepitant_0500_C2_tech1_WC_P1_t1.25_POS	Aprepitant	5	C2	tech1	WC	P1	t1.25	2119829	area_is_2-amino-cpb	399284	88	0.7432216053079946	1.25
MZ006A_Aprepitant_0500_C2_tech2_SN_P1_t1.25_POS	Aprepitant	5	C2	tech2	SN	P1	t1.25	1135703	area_is_2-amino-cpb	373551	88	0.4256124016581265	1.25
MZ006A_Aprepitant_0500_C2_tech2_WC_P1_t1.25_POS	Aprepitant	5	C2	tech2	WC	P1	t1.25	1864752	area_is_2-amino-cpb	346329	88	0.7537574665620428	1.25
MZ006A_Mefloquine_2000_C1_tech1_SN_P1_t1.25_POS	Mefloquine	20	C1	tech1	SN	P1	t1.25	17019279	area_is_caffeine	253464	44	0.6875454816293314	1.25
MZ006A_Mefloquine_2000_C1_tech1_WC_P1_t1.25_POS	Mefloquine	20	C1	tech1	WC	P1	t1.25	20839652	area_is_caffeine	233705	44	0.9130593692702973	1.25
MZ006A_Mefloquine_2000_C1_tech2_SN_P1_t1.25_POS	Mefloquine	20	C1	tech2	SN	P1	t1.25	15986181	area_is_caffeine	244765	44	0.6687625860052497	1.25
MZ006A_Mefloquine_2000_C1_tech2_WC_P2_t1.25_POS	Mefloquine	20	C1	tech2	WC	P2	t1.25	18781250	area_is_caffeine	227960	44	0.843611330809637	1.25
MZ006A_Mefloquine_2000_C2_tech1_SN_P2_t1.25_POS	Mefloquine	20	C2	tech1	SN	P2	t1.25	15894527	area_is_caffeine	234577	44	0.6762600085156907	1.25
MZ006A_Mefloquine_2000_C2_tech1_WC_P3_t1.25_POS	Mefloquine	20	C2	tech1	WC	P3	t1.25	19614054	area_is_caffeine	232356	44	0.8424904761839901	1.25
MZ006A_Mefloquine_2000_C2_tech2_SN_P3_t1.25_POS	Mefloquine	20	C2	tech2	SN	P3	t1.25	12718560	area_is_caffeine	239636	44	0.5297090665133981	1.25
MZ006A_Mefloquine_2000_C2_tech2_WC_P3_t1.25_POS	Mefloquine	20	C2	tech2	WC	P3	t1.25	17212329	area_is_caffeine	211536	44	0.8120950733665813	1.25
MZ006A_Methotrexate_2000_C1_tech1_SN_P1_t1.25_POS	Methotrexate	20	C1	tech1	SN	P1	t1.25	1701757	area_is_sulfamethoxazole	752750	44	1.0105265875928864	1.25
MZ006A_Methotrexate_2000_C1_tech1_WC_P1_t1.25_POS	Methotrexate	20	C1	tech1	WC	P1	t1.25	1605169	area_is_sulfamethoxazole	686921	44	1.0445156065523284	1.25
MZ006A_Methotrexate_2000_C1_tech2_SN_P1_t1.25_POS	Methotrexate	20	C1	tech2	SN	P1	t1.25	1520374	area_is_sulfamethoxazole	751467	44	0.9043602879443732	1.25
MZ006A_Methotrexate_2000_C1_tech2_WC_P2_t1.25_POS	Methotrexate	20	C1	tech2	WC	P2	t1.25	1000638	area_is_sulfamethoxazole	690914	44	0.6473720748683977	1.25
MZ006A_Methotrexate_2000_C2_tech1_SN_P2_t1.25_POS	Methotrexate	20	C2	tech1	SN	P2	t1.25	1722408	area_is_sulfamethoxazole	705216	44	1.0430358076006734	1.25
MZ006A_Methotrexate_2000_C2_tech1_WC_P3_t1.25_POS	Methotrexate	20	C2	tech1	WC	P3	t1.25	1713917	area_is_sulfamethoxazole	681127	44	1.0746004831870957	1.25
MZ006A_Methotrexate_2000_C2_tech2_SN_P3_t1.25_POS	Methotrexate	20	C2	tech2	SN	P3	t1.25	1486907	area_is_sulfamethoxazole	726697	44	0.8738075238882227	1.25
MZ006A_Methotrexate_2000_C2_tech2_WC_P3_t1.25_POS	Methotrexate	20	C2	tech2	WC	P3	t1.25	1440603	area_is_sulfamethoxazole	642886	44	0.9569641923993265	1.25
MZ006A_Oxolinic acid_2000_C1_tech1_SN_P1_t1.25_POS	Oxolinic acid	20	C1	tech1	SN	P1	t1.25	2886248	area_is_sulfamethoxazole	761289	43	0.8753988159927913	1.25
MZ006A_Oxolinic acid_2000_C1_tech2_SN_P1_t1.25_POS	Oxolinic acid	20	C1	tech2	SN	P1	t1.25	2666449	area_is_sulfamethoxazole	950688	43	0.6476153499766601	1.25
MZ006A_Oxolinic acid_2000_C1_tech1_WC_P2_t1.25_POS	Oxolinic acid	20	C1	tech1	WC	P2	t1.25	3058508	area_is_sulfamethoxazole	685450	43	1.0302810326006544	1.25
MZ006A_Oxolinic acid_2000_C1_tech2_WC_P2_t1.25_POS	Oxolinic acid	20	C1	tech2	WC	P2	t1.25	3325494	area_is_sulfamethoxazole	703609	43	1.0913062618512217	1.25
MZ006A_Oxolinic acid_2000_C2_tech1_SN_P2_t1.25_POS	Oxolinic acid	20	C2	tech1	SN	P2	t1.25	1860089	area_is_sulfamethoxazole	672345	43	0.8489469266263664	1.25
MZ006A_Oxolinic acid_2000_C2_tech2_SN_P3_t1.25_POS	Oxolinic acid	20	C2	tech2	SN	P3	t1.25	2544459	area_is_sulfamethoxazole	678327	43	1.1510530733736335	1.25
MZ006A_Oxolinic acid_2000_C2_tech1_WC_P3_t1.25_POS	Oxolinic acid	20	C2	tech1	WC	P3	t1.25	1914348	area_is_sulfamethoxazole	696883	43	0.8429465044343138	1.25
MZ006A_Oxolinic acid_2000_C2_tech2_WC_P3_t1.25_POS	Oxolinic acid	20	C2	tech2	WC	P3	t1.25	2545235	area_is_sulfamethoxazole	658949	43	1.1852639593619942	1.25
MZ006A_Simvastatin_2000_C1_tech1_SN_P1_t1.25_POS	Simvastatin	20	C1	tech1	SN	P1	t1.25	866081	area_is_warfarin	3241415	43	0.6407106627950617	1.25
MZ006A_Simvastatin_2000_C1_tech2_SN_P1_t1.25_POS	Simvastatin	20	C1	tech2	SN	P1	t1.25	765612	area_is_warfarin	3602486	43	0.509617705417778	1.25
MZ006A_Simvastatin_2000_C1_tech1_WC_P2_t1.25_POS	Simvastatin	20	C1	tech1	WC	P2	t1.25	1087388	area_is_warfarin	3387119	43	0.7698252628293104	1.25
MZ006A_Simvastatin_2000_C1_tech2_WC_P2_t1.25_POS	Simvastatin	20	C1	tech2	WC	P2	t1.25	912572	area_is_warfarin	3271608	43	0.6688734473865418	1.25
MZ006A_Simvastatin_2000_C2_tech1_SN_P2_t1.25_POS	Simvastatin	20	C2	tech1	SN	P2	t1.25	879902	area_is_warfarin	3203883	43	0.7894536727522354	1.25
MZ006A_Simvastatin_2000_C2_tech2_SN_P3_t1.25_POS	Simvastatin	20	C2	tech2	SN	P3	t1.25	555141	area_is_warfarin	3422766	43	0.4662244946089037	1.25
MZ006A_Simvastatin_2000_C2_tech1_WC_P3_t1.25_POS	Simvastatin	20	C2	tech1	WC	P3	t1.25	470999	area_is_warfarin	3419611	43	0.39592440467940615	1.25
MZ006A_Simvastatin_2000_C2_tech2_WC_P3_t1.25_POS	Simvastatin	20	C2	tech2	WC	P3	t1.25	836389	area_is_warfarin	3229560	43	0.7444472804692396	1.25
MZ006A_Tamoxifen_2000_C1_tech1_SN_P1_t1.25_POS	Tamoxifen	20	C1	tech1	SN	P1	t1.25	7161258	area_is_sulfamethoxazole	739329	43	0.5299861094822023	1.25
MZ006A_Tamoxifen_2000_C1_tech2_SN_P1_t1.25_POS	Tamoxifen	20	C1	tech2	SN	P1	t1.25	5869739	area_is_sulfamethoxazole	705902	43	0.45497474127217774	1.25
MZ006A_Tamoxifen_2000_C1_tech1_WC_P2_t1.25_POS	Tamoxifen	20	C1	tech1	WC	P2	t1.25	12518554	area_is_sulfamethoxazole	701278	43	0.9767352482800741	1.25
MZ006A_Tamoxifen_2000_C1_tech2_WC_P2_t1.25_POS	Tamoxifen	20	C1	tech2	WC	P2	t1.25	6791698	area_is_sulfamethoxazole	682943	43	0.5441351944038929	1.25
MZ006A_Tamoxifen_2000_C2_tech1_SN_P2_t1.25_POS	Tamoxifen	20	C2	tech1	SN	P2	t1.25	3745516	area_is_sulfamethoxazole	688432	43	0.2430252072376327	1.25
MZ006A_Tamoxifen_2000_C2_tech2_SN_P3_t1.25_POS	Tamoxifen	20	C2	tech2	SN	P3	t1.25	3280489	area_is_sulfamethoxazole	690905	43	0.21209037740917455	1.25
MZ006A_Tamoxifen_2000_C2_tech1_WC_P3_t1.25_POS	Tamoxifen	20	C2	tech1	WC	P3	t1.25	9520651	area_is_sulfamethoxazole	705412	43	0.6028711713131196	1.25
MZ006A_Tamoxifen_2000_C2_tech2_WC_P3_t1.25_POS	Tamoxifen	20	C2	tech2	WC	P3	t1.25	7961220	area_is_sulfamethoxazole	668802	43	0.5317197316761395	1.25
SD006_Niclosamide_20_C1_SN_tech1_t1.25_P1-D7	Niclosamide	20	C1	tech1	SN	P1	t1.25	1087432	area_is_13c-niclosamide	3809045	44	0.5467479446687845	1.25
SD006_Niclosamide_20_C1_SN_tech2_t1.25_P1-F9	Niclosamide	20	C1	tech2	SN	P1	t1.25	988521	area_is_13c-niclosamide	3974147	44	0.47636859911920676	1.25
SD006_Niclosamide_20_C1_WC_tech1_t1.25_P1-B12	Niclosamide	20	C1	tech1	WC	P1	t1.25	541501	area_is_13c-niclosamide	4132310	44	0.25096174324547854	1.25
SD006_Niclosamide_20_C1_WC_tech2_t1.25_P2-C3	Niclosamide	20	C1	tech2	WC	P2	t1.25	866937	area_is_13c-niclosamide	3657703	44	0.4539209775655355	1.25
SD006_Niclosamide_20_C2_SN_tech1_t1.25_P2-D10	Niclosamide	20	C2	tech1	SN	P2	t1.25	1329795	area_is_13c-niclosamide	2855034	44	0.7557518195164633	1.25
SD006_Niclosamide_20_C2_SN_tech2_t1.25_P3-E1	Niclosamide	20	C2	tech2	SN	P3	t1.25	985358	area_is_13c-niclosamide	3091104	44	0.5172329935285375	1.25
SD006_Niclosamide_20_C2_WC_tech1_t1.25_P3-H3	Niclosamide	20	C2	tech1	WC	P3	t1.25	1006563	area_is_13c-niclosamide	3047335	44	0.5359528106108759	1.25
SD006_Niclosamide_20_C2_WC_tech2_t1.25_P3-C6	Niclosamide	20	C2	tech2	WC	P3	t1.25	1073384	area_is_13c-niclosamide	2766500	44	0.6295500069964675	1.25
SD002_Nifurtimox_20_C1_SN_tech1_t1.25_P1-E7	Nifurtimox	20	C1	tech1	SN	P1	t1.25	760	area_is_sulfamethoxazole	431260	43	0.023157026530723213	1.25
SD002_Nifurtimox_20_C1_SN_tech2_t1.25_P1-G9	Nifurtimox	20	C1	tech2	SN	P1	t1.25	0	area_is_sulfamethoxazole	449274	43	0	1.25
SD002_Nifurtimox_20_C1_WC_tech1_t1.25_P2-A1	Nifurtimox	20	C1	tech1	WC	P2	t1.25	700	area_is_sulfamethoxazole	400545	43	0.022964400094173613	1.25
SD002_Nifurtimox_20_C1_WC_tech2_t1.25_P2-D3	Nifurtimox	20	C1	tech2	WC	P2	t1.25	0	area_is_sulfamethoxazole	394483	43	0	1.25
SD002_Nifurtimox_20_C2_SN_tech1_t1.25_P2-E10	Nifurtimox	20	C2	tech1	SN	P2	t1.25	0	area_is_sulfamethoxazole	398974	43	0	1.25
SD002_Nifurtimox_20_C2_SN_tech2_t1.25_P3-F1	Nifurtimox	20	C2	tech2	SN	P3	t1.25	0	area_is_sulfamethoxazole	389286	43	0	1.25
