NT_code	species_name	drug	conc	control	AUC
NT5004	Bacteroides thetaiotaomicron	Entacapone	80	FALSE	0.01163602513381428
NT5004	Bacteroides thetaiotaomicron	Felodipine	5	FALSE	0.9674906241988597
NT5004	Bacteroides thetaiotaomicron	Felodipine	20	FALSE	0.8437019829499788
NT5004	Bacteroides thetaiotaomicron	Felodipine	80	FALSE	0.13221440173253923
NT5004	Bacteroides thetaiotaomicron	Ketoconazole	5	FALSE	1.0199450493538211
NT5004	Bacteroides thetaiotaomicron	Ketoconazole	20	FALSE	0.8958608814812862
NT5004	Bacteroides thetaiotaomicron	Ketoconazole	80	FALSE	0.6062965819096384
NT5004	Bacteroides thetaiotaomicron	Lansoprazole	5	FALSE	0.9593975781011498
NT5004	Bacteroides thetaiotaomicron	Lansoprazole	20	FALSE	0.9632918245804006
NT5004	Bacteroides thetaiotaomicron	Lansoprazole	80	FALSE	0.7907911990755829
NT5004	Bacteroides thetaiotaomicron	Loratadine	5	FALSE	0.9983943365271324
NT5004	Bacteroides thetaiotaomicron	Loratadine	20	FALSE	0.9059557021618199
NT5004	Bacteroides thetaiotaomicron	Loratadine	80	FALSE	0.7565782349756361
NT5004	Bacteroides thetaiotaomicron	Loxapine	5	FALSE	0.9456057975651162
NT5004	Bacteroides thetaiotaomicron	Loxapine	20	FALSE	0.804314643329602
NT5004	Bacteroides thetaiotaomicron	Loxapine	80	FALSE	0.33957769355711964
NT5004	Bacteroides thetaiotaomicron	MGAM	0	TRUE	1
NT5004	Bacteroides thetaiotaomicron	Mecillinam	0.5	FALSE	0.9851387202369046
NT5004	Bacteroides thetaiotaomicron	Mecillinam	2.5	FALSE	1.0099113418310168
NT5004	Bacteroides thetaiotaomicron	Mecillinam	20	FALSE	1.0157578072772417
NT5004	Bacteroides thetaiotaomicron	Mefloquine	5	FALSE	0.968358958282708
NT5004	Bacteroides thetaiotaomicron	Mefloquine	20	FALSE	0.8320984888253313
NT5004	Bacteroides thetaiotaomicron	Mefloquine	60	FALSE	0.3279067324860834
NT5004	Bacteroides thetaiotaomicron	Methotrexate	5	FALSE	0.9860889157065114
NT5004	Bacteroides thetaiotaomicron	Methotrexate	20	FALSE	0.9836098665890409
NT5004	Bacteroides thetaiotaomicron	Methotrexate	80	FALSE	0.9680887481691383
NT5004	Bacteroides thetaiotaomicron	Niclosamide	0	TRUE	1
NT5004	Bacteroides thetaiotaomicron	Niclosamide	0.08	FALSE	0.9783515910276472
NT5004	Bacteroides thetaiotaomicron	Niclosamide	0.16	FALSE	0.9287949921752736
NT5004	Bacteroides thetaiotaomicron	Niclosamide	0.32	FALSE	0.7722348198538674
NT5004	Bacteroides thetaiotaomicron	Niclosamide	0.625	FALSE	0.37696335078534027
NT5004	Bacteroides thetaiotaomicron	Niclosamide	1.25	FALSE	0.08763942636011839
NT5004	Bacteroides thetaiotaomicron	Niclosamide	2.5	FALSE	0.01138174368313226
NT5004	Bacteroides thetaiotaomicron	Niclosamide	5	FALSE	0.01047120418848168
NT5004	Bacteroides thetaiotaomicron	Niclosamide	10	FALSE	0.01184177374653566
NT5004	Bacteroides thetaiotaomicron	Niclosamide	20	FALSE	0.01229228317778284
NT5004	Bacteroides thetaiotaomicron	Niclosamide	40	FALSE	0.01297518779877078
NT5004	Bacteroides thetaiotaomicron	Niclosamide	80	FALSE	0.013368786213860315
NT5004	Bacteroides thetaiotaomicron	Niclosamide	160	FALSE	0.03089272683045491
NT5004	Bacteroides thetaiotaomicron	Nifurtimox	2.5	FALSE	0.7944208727205271
NT5004	Bacteroides thetaiotaomicron	Nifurtimox	20	FALSE	0.00438347077385541
NT5004	Bacteroides thetaiotaomicron	Nifurtimox	35	FALSE	0.00483972621006987
NT5004	Bacteroides thetaiotaomicron	Olanzapine	5	FALSE	0.9822708231962987
NT5004	Bacteroides thetaiotaomicron	Olanzapine	20	FALSE	1.0048705949766021
NT5004	Bacteroides thetaiotaomicron	Olanzapine	80	FALSE	1.012505136823595
NT5004	Bacteroides thetaiotaomicron	Omeprazole	5	FALSE	0.9685560191309657
NT5004	Bacteroides thetaiotaomicron	Omeprazole	20	FALSE	0.9886824138838337
NT5004	Bacteroides thetaiotaomicron	Omeprazole	80	FALSE	0.8650154651127766
NT5004	Bacteroides thetaiotaomicron	Oxolinic acid	0.5	FALSE	1.0778231281171584
NT5004	Bacteroides thetaiotaomicron	Oxolinic acid	2.5	FALSE	1.0634350331395521
NT5004	Bacteroides thetaiotaomicron	Oxolinic acid	20	FALSE	1.0031821750132361
NT5004	Bacteroides thetaiotaomicron	Sertindole	5	FALSE	0.992552943914359
NT5004	Bacteroides thetaiotaomicron	Sertindole	20	FALSE	0.8231102061593283
NT5004	Bacteroides thetaiotaomicron	Sertindole	80	FALSE	0.02621532196487658
NT5004	Bacteroides thetaiotaomicron	Simvastatin	5	FALSE	0.9837635279700176
NT5004	Bacteroides thetaiotaomicron	Simvastatin	20	FALSE	0.8854399047550423
NT5004	Bacteroides thetaiotaomicron	Simvastatin	80	FALSE	0.01152027537628481
NT5004	Bacteroides thetaiotaomicron	Tamoxifen	20	FALSE	0.032665106339676425
NT5004	Bacteroides thetaiotaomicron	Tamoxifen	80	FALSE	0.00277953253316485
NT5004	Bacteroides thetaiotaomicron	Tamoxifen	320	FALSE	0.0238586692569208
NT5004	Bacteroides thetaiotaomicron	beta-estradiol 17-valerate	5	FALSE	0.9595795643325294
NT5004	Bacteroides thetaiotaomicron	beta-estradiol 17-valerate	20	FALSE	0.4845079298393027
NT5004	Bacteroides thetaiotaomicron	beta-estradiol 17-valerate	80	FALSE	0.02429432564566246
NT5006	Erysipelatoclostridium ramosum	Acarbose	5	FALSE	0.9838325340089886
NT5006	Erysipelatoclostridium ramosum	Acarbose	20	FALSE	0.9861805353434372
NT5006	Erysipelatoclostridium ramosum	Acarbose	80	FALSE	1.0377358490566035
NT5006	Erysipelatoclostridium ramosum	Amlodipine	20	FALSE	0.9684893419833178
NT5006	Erysipelatoclostridium ramosum	Amlodipine	80	FALSE	0.9064681590591768
NT5006	Erysipelatoclostridium ramosum	Amlodipine	160	FALSE	0.7916221609492345
NT5006	Erysipelatoclostridium ramosum	Aprepitant	5	FALSE	0.963855421686747
NT5006	Erysipelatoclostridium ramosum	Aprepitant	20	FALSE	0.7770549423073915
NT5006	Erysipelatoclostridium ramosum	Aprepitant	30	FALSE	0.5232084329878643
NT5006	Erysipelatoclostridium ramosum	Aripiprazole	5	FALSE	0.9451418364268207
NT5006	Erysipelatoclostridium ramosum	Aripiprazole	20	FALSE	0.9908562465797103
NT5006	Erysipelatoclostridium ramosum	Aripiprazole	80	FALSE	0.8274428274428276
NT5006	Erysipelatoclostridium ramosum	Azithromycin	2.5	FALSE	0.01645426582383714
NT5006	Erysipelatoclostridium ramosum	Azithromycin	20	FALSE	0.013312642340381205
NT5006	Erysipelatoclostridium ramosum	Azithromycin	50	FALSE	0.02155688622754492
NT5006	Erysipelatoclostridium ramosum	Chlorpromazine	5	FALSE	0.989805375347544
NT5006	Erysipelatoclostridium ramosum	Chlorpromazine	20	FALSE	0.42412451361867703
NT5006	Erysipelatoclostridium ramosum	Chlorpromazine	80	FALSE	0.01435897435897437
NT5006	Erysipelatoclostridium ramosum	Ciprofloxacin	20	FALSE	0.36883539951135647
NT5006	Erysipelatoclostridium ramosum	Ciprofloxacin	80	FALSE	0.09541736793929201
NT5006	Erysipelatoclostridium ramosum	Ciprofloxacin	320	FALSE	0.01230769230769232
NT5006	Erysipelatoclostridium ramosum	Clomiphene	5	FALSE	0.9692395957456198
NT5006	Erysipelatoclostridium ramosum	Clomiphene	20	FALSE	0.963894712322385
NT5006	Erysipelatoclostridium ramosum	Clomiphene	80	FALSE	0.02352941176470557
NT5006	Erysipelatoclostridium ramosum	DMSO	0	TRUE	1
NT5006	Erysipelatoclostridium ramosum	Diacerein	20	FALSE	0.8955289596925908
NT5006	Erysipelatoclostridium ramosum	Diacerein	80	FALSE	0.8061288766842845
NT5006	Erysipelatoclostridium ramosum	Diacerein	320	FALSE	0.04664763308159886
NT5006	Erysipelatoclostridium ramosum	Dienestrol	5	FALSE	0.9475567640210649
NT5006	Erysipelatoclostridium ramosum	Dienestrol	20	FALSE	0.8271604938271604
NT5006	Erysipelatoclostridium ramosum	Dienestrol	80	FALSE	0.023045267489711946
NT5006	Erysipelatoclostridium ramosum	Doxycycline	0.5	FALSE	0.017420174562362
NT5006	Erysipelatoclostridium ramosum	Doxycycline	2.5	FALSE	0.011121408711770165
NT5006	Erysipelatoclostridium ramosum	Doxycycline	20	FALSE	0.01882352941176471
NT5006	Erysipelatoclostridium ramosum	Ebselen	1.25	FALSE	0.9310943633629365
NT5006	Erysipelatoclostridium ramosum	Ebselen	5	FALSE	0.43220158938847664
NT5006	Erysipelatoclostridium ramosum	Ebselen	20	FALSE	0.23178132386211053
NT5006	Erysipelatoclostridium ramosum	Entacapone	5	FALSE	1.0122448979591838
NT5006	Erysipelatoclostridium ramosum	Entacapone	20	FALSE	1.1106557377049182
NT5006	Erysipelatoclostridium ramosum	Entacapone	80	FALSE	0.09221311475409824
NT5006	Erysipelatoclostridium ramosum	Felodipine	5	FALSE	0.9675625579240036
NT5006	Erysipelatoclostridium ramosum	Felodipine	20	FALSE	0.7944847333061664
NT5006	Erysipelatoclostridium ramosum	Felodipine	80	FALSE	0.2542278127183788
NT5006	Erysipelatoclostridium ramosum	Ketoconazole	5	FALSE	1.042995462595499
NT5006	Erysipelatoclostridium ramosum	Ketoconazole	20	FALSE	0.9513923044439474
NT5006	Erysipelatoclostridium ramosum	Ketoconazole	80	FALSE	0.8063048373320909
NT5006	Erysipelatoclostridium ramosum	Lansoprazole	5	FALSE	0.9857292083629339
NT5006	Erysipelatoclostridium ramosum	Lansoprazole	20	FALSE	0.9802313844242564
NT5006	Erysipelatoclostridium ramosum	Lansoprazole	80	FALSE	0.9403250780402579
NT5006	Erysipelatoclostridium ramosum	Loratadine	5	FALSE	1.0465073188808596
NT5006	Erysipelatoclostridium ramosum	Loratadine	20	FALSE	0.9657947686116699
NT5006	Erysipelatoclostridium ramosum	Loratadine	80	FALSE	0.8478674516233202
NT5006	Erysipelatoclostridium ramosum	Loxapine	5	FALSE	1.0479896238651099
NT5006	Erysipelatoclostridium ramosum	Loxapine	20	FALSE	0.9833178869323449
NT5006	Erysipelatoclostridium ramosum	Loxapine	80	FALSE	0.9211209644699472
NT5006	Erysipelatoclostridium ramosum	MGAM	0	TRUE	1
NT5006	Erysipelatoclostridium ramosum	Mecillinam	0.5	FALSE	1.0088593576965668
NT5006	Erysipelatoclostridium ramosum	Mecillinam	2.5	FALSE	1.0114159679864358
NT5006	Erysipelatoclostridium ramosum	Mecillinam	20	FALSE	1.030253498629794
NT5006	Erysipelatoclostridium ramosum	Mefloquine	5	FALSE	1.044296788482835
NT5006	Erysipelatoclostridium ramosum	Mefloquine	20	FALSE	0.8973337227990077
NT5006	Erysipelatoclostridium ramosum	Mefloquine	60	FALSE	0.8089988490614466
NT5006	Erysipelatoclostridium ramosum	Methotrexate	5	FALSE	0.3461820944358096
NT5006	Erysipelatoclostridium ramosum	Methotrexate	20	FALSE	0.19836943862101075
NT5006	Erysipelatoclostridium ramosum	Methotrexate	80	FALSE	0.12342573181147597
NT5006	Erysipelatoclostridium ramosum	Niclosamide	0	TRUE	1
NT5006	Erysipelatoclostridium ramosum	Niclosamide	0.08	FALSE	0.9583333333333331
NT5006	Erysipelatoclostridium ramosum	Niclosamide	0.16	FALSE	0.9593507960413081
NT5006	Erysipelatoclostridium ramosum	Niclosamide	0.32	FALSE	0.9010416666666664
NT5006	Erysipelatoclostridium ramosum	Niclosamide	0.625	FALSE	0.8192771084337349
NT5006	Erysipelatoclostridium ramosum	Niclosamide	1.25	FALSE	0.6798623063683303
NT5006	Erysipelatoclostridium ramosum	Niclosamide	2.5	FALSE	0.3889845094664372
NT5006	Erysipelatoclostridium ramosum	Niclosamide	5	FALSE	0.1583476764199656
NT5006	Erysipelatoclostridium ramosum	Niclosamide	10	FALSE	0.05163511187607577
NT5006	Erysipelatoclostridium ramosum	Niclosamide	20	FALSE	0.01993355481727575
NT5006	Erysipelatoclostridium ramosum	Niclosamide	40	FALSE	0.03073286052009459
NT5006	Erysipelatoclostridium ramosum	Niclosamide	80	FALSE	0.02224739070340985
NT5006	Erysipelatoclostridium ramosum	Niclosamide	160	FALSE	NA
NT5006	Erysipelatoclostridium ramosum	Nifurtimox	2.5	FALSE	0.44009516214615685
NT5006	Erysipelatoclostridium ramosum	Nifurtimox	20	FALSE	0.009821987741447685
NT5006	Erysipelatoclostridium ramosum	Nifurtimox	35	FALSE	0.01875333060557616
NT5006	Erysipelatoclostridium ramosum	Olanzapine	5	FALSE	1.001197737538449
NT5006	Erysipelatoclostridium ramosum	Olanzapine	20	FALSE	0.9991297579716985
NT5006	Erysipelatoclostridium ramosum	Olanzapine	80	FALSE	1.0208054913845208
NT5006	Erysipelatoclostridium ramosum	Omeprazole	5	FALSE	0.967540106260584
NT5006	Erysipelatoclostridium ramosum	Omeprazole	20	FALSE	0.9999999999999998
NT5006	Erysipelatoclostridium ramosum	Omeprazole	80	FALSE	0.9325955734406437
NT5006	Erysipelatoclostridium ramosum	Oxolinic acid	0.5	FALSE	1.0498338870431891
NT5006	Erysipelatoclostridium ramosum	Oxolinic acid	2.5	FALSE	1.0355985659992384
NT5006	Erysipelatoclostridium ramosum	Oxolinic acid	20	FALSE	0.947686116700201
NT5006	Erysipelatoclostridium ramosum	Sertindole	5	FALSE	1.04582651391162
NT5006	Erysipelatoclostridium ramosum	Sertindole	20	FALSE	0.7283142389525366
NT5006	Erysipelatoclostridium ramosum	Sertindole	80	FALSE	0.2514690982776089
NT5006	Erysipelatoclostridium ramosum	Simvastatin	5	FALSE	1.0979127345056177
NT5006	Erysipelatoclostridium ramosum	Simvastatin	20	FALSE	0.8587886415461305
NT5006	Erysipelatoclostridium ramosum	Simvastatin	80	FALSE	0.04453800995272032
NT5006	Erysipelatoclostridium ramosum	Tamoxifen	20	FALSE	0.08213790505749041
NT5006	Erysipelatoclostridium ramosum	Tamoxifen	80	FALSE	0.02085308056872034
NT5006	Erysipelatoclostridium ramosum	Tamoxifen	320	FALSE	NA
NT5006	Erysipelatoclostridium ramosum	beta-estradiol 17-valerate	5	FALSE	0.8497227141693704
NT5006	Erysipelatoclostridium ramosum	beta-estradiol 17-valerate	20	FALSE	0.5300411522633744
NT5006	Erysipelatoclostridium ramosum	beta-estradiol 17-valerate	80	FALSE	0.022703626057923764
NT5009	Eubacterium rectale	Acarbose	5	FALSE	0.9316780536577236
NT5009	Eubacterium rectale	Acarbose	20	FALSE	0.8509472511144129
NT5009	Eubacterium rectale	Acarbose	80	FALSE	0.6774545149660436
NT5009	Eubacterium rectale	Amlodipine	20	FALSE	0.69983552677114
NT5009	Eubacterium rectale	Amlodipine	80	FALSE	0.012364044238400214
NT5009	Eubacterium rectale	Amlodipine	160	FALSE	0.03208191126279855
NT5009	Eubacterium rectale	Aprepitant	5	FALSE	0.9947948022026024
NT5009	Eubacterium rectale	Aprepitant	20	FALSE	0.95649081500522
NT5009	Eubacterium rectale	Aprepitant	30	FALSE	0.4868627980940519
NT5009	Eubacterium rectale	Aripiprazole	5	FALSE	0.9345708046363179
NT5009	Eubacterium rectale	Aripiprazole	20	FALSE	0.8737193221590008
NT5009	Eubacterium rectale	Aripiprazole	80	FALSE	0.03221416471841838
NT5009	Eubacterium rectale	Azithromycin	2.5	FALSE	0.012120564316544935
NT5009	Eubacterium rectale	Azithromycin	20	FALSE	0.01489872697534814
NT5009	Eubacterium rectale	Azithromycin	50	FALSE	0.006480087876918855
NT5009	Eubacterium rectale	Chlorpromazine	5	FALSE	0.013246448531777696
NT5009	Eubacterium rectale	Chlorpromazine	20	FALSE	0.04103785226589924
NT5009	Eubacterium rectale	Chlorpromazine	80	FALSE	0.0033992069416254552
NT5009	Eubacterium rectale	Ciprofloxacin	20	FALSE	0.19772237388870578
NT5009	Eubacterium rectale	Ciprofloxacin	80	FALSE	0.00737821748972913
NT5009	Eubacterium rectale	Ciprofloxacin	320	FALSE	0.00430156214625308
NT5009	Eubacterium rectale	Clomiphene	5	FALSE	0.8849168972841077
NT5009	Eubacterium rectale	Clomiphene	20	FALSE	0.42669106804734497
NT5009	Eubacterium rectale	Clomiphene	80	FALSE	0.006406653928290431
NT5009	Eubacterium rectale	DMSO	0	TRUE	1
NT5009	Eubacterium rectale	Diacerein	20	FALSE	0.018896089149712775
NT5009	Eubacterium rectale	Diacerein	80	FALSE	0.01358262765154686
NT5009	Eubacterium rectale	Diacerein	320	FALSE	0.008431684080699515
NT5009	Eubacterium rectale	Dienestrol	5	FALSE	0.9772417123043466
NT5009	Eubacterium rectale	Dienestrol	20	FALSE	0.7664303126336526
NT5009	Eubacterium rectale	Dienestrol	80	FALSE	0.02479569093610696
NT5009	Eubacterium rectale	Doxycycline	0.5	FALSE	0.015412026726057794
NT5009	Eubacterium rectale	Doxycycline	2.5	FALSE	0.016058469229315094
NT5009	Eubacterium rectale	Doxycycline	20	FALSE	0.0036293961937183
NT5009	Eubacterium rectale	Ebselen	1.25	FALSE	1.107706013363029
NT5009	Eubacterium rectale	Ebselen	5	FALSE	0.35524505433617537
NT5009	Eubacterium rectale	Ebselen	20	FALSE	0.43460287854642476
NT5009	Eubacterium rectale	Entacapone	5	FALSE	0.9851398601398602
NT5009	Eubacterium rectale	Entacapone	20	FALSE	0.04309586631486368
NT5009	Eubacterium rectale	Entacapone	80	FALSE	0.04969217238346526
NT5009	Eubacterium rectale	Felodipine	5	FALSE	0.9879891791370345
NT5009	Eubacterium rectale	Felodipine	20	FALSE	0.7840359940009998
NT5009	Eubacterium rectale	Felodipine	80	FALSE	0.0976788766107643
NT5009	Eubacterium rectale	Ketoconazole	5	FALSE	0.9497732235847473
NT5009	Eubacterium rectale	Ketoconazole	20	FALSE	0.7605794178522303
NT5009	Eubacterium rectale	Ketoconazole	80	FALSE	0.1332271317179509
NT5009	Eubacterium rectale	Lansoprazole	5	FALSE	0.8958521190261497
NT5009	Eubacterium rectale	Lansoprazole	20	FALSE	0.8289721838350783
NT5009	Eubacterium rectale	Lansoprazole	80	FALSE	0.7008105523466799
NT5009	Eubacterium rectale	Loratadine	5	FALSE	0.9894792276727564
NT5009	Eubacterium rectale	Loratadine	20	FALSE	0.8243481177161065
NT5009	Eubacterium rectale	Loratadine	80	FALSE	0.5691770336162124
NT5009	Eubacterium rectale	Loxapine	5	FALSE	1.077962396022341
NT5009	Eubacterium rectale	Loxapine	20	FALSE	0.7408987143568129
NT5009	Eubacterium rectale	Loxapine	80	FALSE	0.008167433798300735
NT5009	Eubacterium rectale	MGAM	0	TRUE	1
NT5009	Eubacterium rectale	Mecillinam	0.5	FALSE	0.9649684219032757
NT5009	Eubacterium rectale	Mecillinam	2.5	FALSE	1.0057496856520889
NT5009	Eubacterium rectale	Mecillinam	20	FALSE	0.9144797518235936
NT5009	Eubacterium rectale	Mefloquine	5	FALSE	0.5096534658836461
NT5009	Eubacterium rectale	Mefloquine	20	FALSE	0.0320282444666748
NT5009	Eubacterium rectale	Mefloquine	60	FALSE	0.01259039990430973
NT5009	Eubacterium rectale	Methotrexate	5	FALSE	0.9839762175646873
NT5009	Eubacterium rectale	Methotrexate	20	FALSE	0.9416790490341752
NT5009	Eubacterium rectale	Methotrexate	80	FALSE	0.04294426920365736
NT5009	Eubacterium rectale	Niclosamide	0	TRUE	1
NT5009	Eubacterium rectale	Niclosamide	0.08	FALSE	0.9962756052141526
NT5009	Eubacterium rectale	Niclosamide	0.16	FALSE	0.9841305826343234
NT5009	Eubacterium rectale	Niclosamide	0.32	FALSE	0.9685267857142856
NT5009	Eubacterium rectale	Niclosamide	0.625	FALSE	0.9387276785714286
NT5009	Eubacterium rectale	Niclosamide	1.25	FALSE	0.8017794330643492
NT5009	Eubacterium rectale	Niclosamide	2.5	FALSE	0.4047175667287399
NT5009	Eubacterium rectale	Niclosamide	5	FALSE	0.1388371611835299
NT5009	Eubacterium rectale	Niclosamide	10	FALSE	0.03041589075108628
NT5009	Eubacterium rectale	Niclosamide	20	FALSE	0.0101386302503621
NT5009	Eubacterium rectale	Niclosamide	40	FALSE	0.0240016552865715
NT5009	Eubacterium rectale	Niclosamide	80	FALSE	0.05651143288909699
NT5009	Eubacterium rectale	Niclosamide	160	FALSE	0.061068929887095336
NT5009	Eubacterium rectale	Nifurtimox	2.5	FALSE	0.28006992895393457
NT5009	Eubacterium rectale	Nifurtimox	20	FALSE	0.01310263732571813
NT5009	Eubacterium rectale	Nifurtimox	35	FALSE	0.013651560178306035
NT5009	Eubacterium rectale	Olanzapine	5	FALSE	0.9588749660013088
NT5009	Eubacterium rectale	Olanzapine	20	FALSE	0.982895950364719
NT5009	Eubacterium rectale	Olanzapine	80	FALSE	0.7881528634964423
NT5009	Eubacterium rectale	Omeprazole	5	FALSE	0.966895690193629
NT5009	Eubacterium rectale	Omeprazole	20	FALSE	0.8258080189778261
NT5009	Eubacterium rectale	Omeprazole	80	FALSE	0.6671871746824899
NT5009	Eubacterium rectale	Oxolinic acid	0.5	FALSE	1.0322680447469543
NT5009	Eubacterium rectale	Oxolinic acid	2.5	FALSE	0.9590068321946345
NT5009	Eubacterium rectale	Oxolinic acid	20	FALSE	0.962291533027004
NT5009	Eubacterium rectale	Sertindole	5	FALSE	0.9036715357283852
NT5009	Eubacterium rectale	Sertindole	20	FALSE	0.2303321678321678
NT5009	Eubacterium rectale	Sertindole	80	FALSE	0.02272727272727271
NT5009	Eubacterium rectale	Simvastatin	5	FALSE	1.0123137928622017
NT5009	Eubacterium rectale	Simvastatin	20	FALSE	0.8573390240436157
NT5009	Eubacterium rectale	Simvastatin	80	FALSE	0.01885215453194647
NT5009	Eubacterium rectale	Tamoxifen	20	FALSE	0.05099150141643049
NT5009	Eubacterium rectale	Tamoxifen	80	FALSE	0.0070661595066283545
NT5009	Eubacterium rectale	Tamoxifen	320	FALSE	0.04704285454735523
NT5009	Eubacterium rectale	beta-estradiol 17-valerate	5	FALSE	0.9987401310263733
NT5009	Eubacterium rectale	beta-estradiol 17-valerate	20	FALSE	0.01592178062670838
NT5009	Eubacterium rectale	beta-estradiol 17-valerate	80	FALSE	0.02869677518176138
NT5011	Roseburia intestinalis	Acarbose	5	FALSE	0.7821516223503067
NT5011	Roseburia intestinalis	Acarbose	20	FALSE	0.5798051234156971
NT5011	Roseburia intestinalis	Acarbose	80	FALSE	0.4263357154165699
NT5011	Roseburia intestinalis	Amlodipine	20	FALSE	1.0076240049059004
NT5011	Roseburia intestinalis	Amlodipine	80	FALSE	0.034440511843179936
NT5011	Roseburia intestinalis	Amlodipine	160	FALSE	0.016063163626463376
NT5011	Roseburia intestinalis	Aprepitant	5	FALSE	0.8596396223507043
NT5011	Roseburia intestinalis	Aprepitant	20	FALSE	0.055681470137825435
NT5011	Roseburia intestinalis	Aprepitant	30	FALSE	0.01380695595401606
NT5011	Roseburia intestinalis	Aripiprazole	5	FALSE	1.0310880829015543
NT5011	Roseburia intestinalis	Aripiprazole	20	FALSE	0.9701429297757126
NT5011	Roseburia intestinalis	Aripiprazole	80	FALSE	0.02806699864191939
NT5011	Roseburia intestinalis	Azithromycin	2.5	FALSE	0.027069186618359303
NT5011	Roseburia intestinalis	Azithromycin	20	FALSE	0.025176110260336892
NT5011	Roseburia intestinalis	Azithromycin	50	FALSE	0.02035203520352036
NT5011	Roseburia intestinalis	Chlorpromazine	5	FALSE	0.5689495335625058
NT5011	Roseburia intestinalis	Chlorpromazine	20	FALSE	0.030015086394725173
NT5011	Roseburia intestinalis	Chlorpromazine	80	FALSE	0.00308692120227457
NT5011	Roseburia intestinalis	Ciprofloxacin	20	FALSE	0.5406251779308775
NT5011	Roseburia intestinalis	Ciprofloxacin	80	FALSE	0.013359863558840215
NT5011	Roseburia intestinalis	Ciprofloxacin	320	FALSE	0.008817707396077
NT5011	Roseburia intestinalis	Clomiphene	5	FALSE	1.0413755384297092
NT5011	Roseburia intestinalis	Clomiphene	20	FALSE	0.00563504113333108
NT5011	Roseburia intestinalis	Clomiphene	80	FALSE	0.00583296509058771
NT5011	Roseburia intestinalis	DMSO	0	TRUE	1
NT5011	Roseburia intestinalis	Diacerein	20	FALSE	0.6700765696784075
NT5011	Roseburia intestinalis	Diacerein	80	FALSE	0.14738487777146106
NT5011	Roseburia intestinalis	Diacerein	320	FALSE	0.01657014157014158
NT5011	Roseburia intestinalis	Dienestrol	5	FALSE	0.8993576948126243
NT5011	Roseburia intestinalis	Dienestrol	20	FALSE	0.6740760815923127
NT5011	Roseburia intestinalis	Dienestrol	80	FALSE	0.008022314395090204
NT5011	Roseburia intestinalis	Doxycycline	0.5	FALSE	0.6622655909560626
NT5011	Roseburia intestinalis	Doxycycline	2.5	FALSE	0.1362948088260516
NT5011	Roseburia intestinalis	Doxycycline	20	FALSE	0.00767863490934945
NT5011	Roseburia intestinalis	Ebselen	1.25	FALSE	0.7797112899868296
NT5011	Roseburia intestinalis	Ebselen	5	FALSE	0.35844619150104484
NT5011	Roseburia intestinalis	Ebselen	20	FALSE	0.30812692980923284
NT5011	Roseburia intestinalis	Entacapone	5	FALSE	0.9471174077710758
NT5011	Roseburia intestinalis	Entacapone	20	FALSE	0.6809923568475129
NT5011	Roseburia intestinalis	Entacapone	80	FALSE	0.01353213882972059
NT5011	Roseburia intestinalis	Felodipine	5	FALSE	0.931244274059023
NT5011	Roseburia intestinalis	Felodipine	20	FALSE	0.33182235834609497
NT5011	Roseburia intestinalis	Felodipine	80	FALSE	0.01560604013108083
NT5011	Roseburia intestinalis	Ketoconazole	5	FALSE	0.9132275911870382
NT5011	Roseburia intestinalis	Ketoconazole	20	FALSE	0.881102117576608
NT5011	Roseburia intestinalis	Ketoconazole	80	FALSE	0.705129295583011
NT5011	Roseburia intestinalis	Lansoprazole	5	FALSE	0.9353182751540045
NT5011	Roseburia intestinalis	Lansoprazole	20	FALSE	0.7953630916668275
NT5011	Roseburia intestinalis	Lansoprazole	80	FALSE	0.7080338809034908
NT5011	Roseburia intestinalis	Loratadine	5	FALSE	0.9325291064665449
NT5011	Roseburia intestinalis	Loratadine	20	FALSE	0.7679899004067892
NT5011	Roseburia intestinalis	Loratadine	80	FALSE	0.5912060985570379
NT5011	Roseburia intestinalis	Loxapine	5	FALSE	1.0676863436018866
NT5011	Roseburia intestinalis	Loxapine	20	FALSE	1.0265629380431736
NT5011	Roseburia intestinalis	Loxapine	80	FALSE	0.8977048519328474
NT5011	Roseburia intestinalis	MGAM	0	TRUE	1
NT5011	Roseburia intestinalis	Mecillinam	0.5	FALSE	1.0043213811159284
NT5011	Roseburia intestinalis	Mecillinam	2.5	FALSE	0.9965243709693044
NT5011	Roseburia intestinalis	Mecillinam	20	FALSE	0.8901101481647825
NT5011	Roseburia intestinalis	Mefloquine	5	FALSE	0.9951170539551946
NT5011	Roseburia intestinalis	Mefloquine	20	FALSE	0.15096831629280513
NT5011	Roseburia intestinalis	Mefloquine	60	FALSE	0.00924107199045047
NT5011	Roseburia intestinalis	Methotrexate	5	FALSE	0.9994306211922791
NT5011	Roseburia intestinalis	Methotrexate	20	FALSE	1.0116917863356698
NT5011	Roseburia intestinalis	Methotrexate	80	FALSE	1.0494506528123007
NT5011	Roseburia intestinalis	Niclosamide	0	TRUE	1
NT5011	Roseburia intestinalis	Niclosamide	0.08	FALSE	0.9958748710897216
NT5011	Roseburia intestinalis	Niclosamide	0.16	FALSE	0.9859017308766052
NT5011	Roseburia intestinalis	Niclosamide	0.32	FALSE	0.9817066135522907
NT5011	Roseburia intestinalis	Niclosamide	0.625	FALSE	0.9567748194459418
NT5011	Roseburia intestinalis	Niclosamide	1.25	FALSE	0.9161092295936042
