flavor	species	run	tech_repl	hit	category	result	expected	n	n_total	fraction	n_repl
absolute	Enterocloster bolteae	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	34	0.20588235294117646	6
absolute	Enterocloster bolteae	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	27	34	0.7941176470588235	6
absolute	Enterocloster bolteae	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	53	1	6
absolute	Enterocloster bolteae	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	34	0.23529411764705882	6
absolute	Enterocloster bolteae	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	26	34	0.7647058823529411	6
absolute	Enterocloster bolteae	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	52	52	1	6
absolute	Enterocloster bolteae	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	34	0.29411764705882354	6
absolute	Enterocloster bolteae	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	24	34	0.7058823529411765	6
absolute	Enterocloster bolteae	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	51	51	1	6
absolute	Enterocloster bolteae	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	34	0.29411764705882354	6
absolute	Enterocloster bolteae	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	24	34	0.7058823529411765	6
absolute	Erysipelatoclostridium ramosum	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	54	0.9814814814814815	6
absolute	Erysipelatoclostridium ramosum	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	54	0.018518518518518517	6
absolute	Erysipelatoclostridium ramosum	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	30	0.3333333333333333	6
absolute	Erysipelatoclostridium ramosum	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	20	30	0.6666666666666666	6
absolute	Erysipelatoclostridium ramosum	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	54	0.9814814814814815	6
absolute	Erysipelatoclostridium ramosum	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	54	0.018518518518518517	6
absolute	Erysipelatoclostridium ramosum	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	12	29	0.41379310344827586	6
absolute	Erysipelatoclostridium ramosum	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	29	0.5862068965517241	6
absolute	Erysipelatoclostridium ramosum	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	54	0.9814814814814815	6
absolute	Erysipelatoclostridium ramosum	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	54	0.018518518518518517	6
absolute	Erysipelatoclostridium ramosum	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	31	0.45161290322580644	6
absolute	Erysipelatoclostridium ramosum	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	31	0.5483870967741935	6
absolute	Erysipelatoclostridium ramosum	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	53	54	0.9814814814814815	6
absolute	Erysipelatoclostridium ramosum	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	54	0.018518518518518517	6
absolute	Erysipelatoclostridium ramosum	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	31	0.45161290322580644	6
absolute	Erysipelatoclostridium ramosum	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	17	31	0.5483870967741935	6
absolute	Erysipelatoclostridium ramosum	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	45	53	0.8490566037735849	6
absolute	Erysipelatoclostridium ramosum	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	8	53	0.1509433962264151	6
absolute	Erysipelatoclostridium ramosum	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	20	31	0.6451612903225806	6
absolute	Erysipelatoclostridium ramosum	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	31	0.3548387096774194	6
absolute	Erysipelatoclostridium ramosum	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	45	52	0.8653846153846154	6
absolute	Erysipelatoclostridium ramosum	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	52	0.1346153846153846	6
absolute	Erysipelatoclostridium ramosum	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	19	31	0.6129032258064516	6
absolute	Erysipelatoclostridium ramosum	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	12	31	0.3870967741935484	6
absolute	Escherichia coli ED1a	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	74	74	1	6
absolute	Escherichia coli ED1a	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	11	0.7272727272727273	6
absolute	Escherichia coli ED1a	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	11	0.2727272727272727	6
absolute	Escherichia coli ED1a	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	73	73	1	6
absolute	Escherichia coli ED1a	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	10	0.6	6
absolute	Escherichia coli ED1a	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	4	10	0.4	6
absolute	Escherichia coli ED1a	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	74	74	1	6
absolute	Escherichia coli ED1a	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	12	0.75	6
absolute	Escherichia coli ED1a	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	12	0.25	6
absolute	Escherichia coli ED1a	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	74	74	1	6
absolute	Escherichia coli ED1a	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	12	0.75	6
absolute	Escherichia coli ED1a	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	12	0.25	6
absolute	Escherichia coli ED1a	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	73	73	1	6
absolute	Escherichia coli ED1a	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	12	0.75	6
absolute	Escherichia coli ED1a	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	12	0.25	6
absolute	Escherichia coli ED1a	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	71	72	0.9861111111111112	6
absolute	Escherichia coli ED1a	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	72	0.013888888888888888	6
absolute	Escherichia coli ED1a	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	12	0.8333333333333334	6
absolute	Escherichia coli ED1a	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	12	0.16666666666666666	6
absolute	Eubacterium rectale	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	28	37	0.7567567567567568	6
absolute	Eubacterium rectale	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	9	37	0.24324324324324326	6
absolute	Eubacterium rectale	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	27	49	0.5510204081632653	6
absolute	Eubacterium rectale	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	22	49	0.4489795918367347	6
absolute	Eubacterium rectale	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	21	37	0.5675675675675675	6
absolute	Eubacterium rectale	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	16	37	0.43243243243243246	6
absolute	Eubacterium rectale	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	24	47	0.5106382978723404	6
absolute	Eubacterium rectale	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	47	0.48936170212765956	6
absolute	Eubacterium rectale	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	29	37	0.7837837837837838	6
absolute	Eubacterium rectale	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	8	37	0.21621621621621623	6
absolute	Eubacterium rectale	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	27	50	0.54	6
absolute	Eubacterium rectale	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	50	0.46	6
absolute	Eubacterium rectale	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	30	37	0.8108108108108109	6
absolute	Eubacterium rectale	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	37	0.1891891891891892	6
absolute	Eubacterium rectale	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	24	50	0.48	6
absolute	Eubacterium rectale	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	26	50	0.52	6
absolute	Eubacterium rectale	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	34	36	0.9444444444444444	6
absolute	Eubacterium rectale	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	36	0.05555555555555555	6
absolute	Eubacterium rectale	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	25	50	0.5	6
absolute	Eubacterium rectale	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	25	50	0.5	6
absolute	Eubacterium rectale	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	33	35	0.9428571428571428	6
absolute	Eubacterium rectale	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	35	0.05714285714285714	6
absolute	Eubacterium rectale	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	25	50	0.5	6
absolute	Eubacterium rectale	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	25	50	0.5	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	47	49	0.9591836734693877	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	49	0.04081632653061224	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	37	0.5675675675675675	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	16	37	0.43243243243243246	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	45	49	0.9183673469387755	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	49	0.08163265306122448	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	20	35	0.5714285714285714	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	15	35	0.42857142857142855	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	47	49	0.9591836734693877	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	49	0.04081632653061224	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	22	38	0.5789473684210527	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	16	38	0.42105263157894735	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	47	49	0.9591836734693877	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	49	0.04081632653061224	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	22	38	0.5789473684210527	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	16	38	0.42105263157894735	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	42	48	0.875	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	48	0.125	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	26	38	0.6842105263157895	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	12	38	0.3157894736842105	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	40	47	0.851063829787234	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	47	0.14893617021276595	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	26	38	0.6842105263157895	6
absolute	Fusobacterium nucleatum subsp. nucleatum	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	12	38	0.3157894736842105	6
absolute	Lacrimispora saccharolytica	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	46	49	0.9387755102040817	6
absolute	Lacrimispora saccharolytica	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	49	0.061224489795918366	6
absolute	Lacrimispora saccharolytica	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	37	0.35135135135135137	6
absolute	Lacrimispora saccharolytica	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	24	37	0.6486486486486487	6
absolute	Lacrimispora saccharolytica	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	43	49	0.8775510204081632	6
absolute	Lacrimispora saccharolytica	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	6	49	0.12244897959183673	6
absolute	Lacrimispora saccharolytica	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	35	0.37142857142857144	6
absolute	Lacrimispora saccharolytica	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	22	35	0.6285714285714286	6
absolute	Lacrimispora saccharolytica	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	47	49	0.9591836734693877	6
absolute	Lacrimispora saccharolytica	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	49	0.04081632653061224	6
absolute	Lacrimispora saccharolytica	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	38	0.2631578947368421	6
absolute	Lacrimispora saccharolytica	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	28	38	0.7368421052631579	6
absolute	Lacrimispora saccharolytica	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	49	49	1	6
absolute	Lacrimispora saccharolytica	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	38	0.2631578947368421	6
absolute	Lacrimispora saccharolytica	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	28	38	0.7368421052631579	6
absolute	Lacrimispora saccharolytica	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	46	48	0.9583333333333334	6
absolute	Lacrimispora saccharolytica	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	48	0.041666666666666664	6
absolute	Lacrimispora saccharolytica	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	12	38	0.3157894736842105	6
absolute	Lacrimispora saccharolytica	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	26	38	0.6842105263157895	6
absolute	Lacrimispora saccharolytica	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	46	48	0.9583333333333334	6
absolute	Lacrimispora saccharolytica	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	48	0.041666666666666664	6
absolute	Lacrimispora saccharolytica	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	37	0.3783783783783784	6
absolute	Lacrimispora saccharolytica	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	37	0.6216216216216216	6
absolute	Parabacteroides merdae	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	41	42	0.9761904761904762	6
absolute	Parabacteroides merdae	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	42	0.023809523809523808	6
absolute	Parabacteroides merdae	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	16	44	0.36363636363636365	6
absolute	Parabacteroides merdae	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	28	44	0.6363636363636364	6
absolute	Parabacteroides merdae	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	40	42	0.9523809523809523	6
absolute	Parabacteroides merdae	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	42	0.047619047619047616	6
absolute	Parabacteroides merdae	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	17	42	0.40476190476190477	6
absolute	Parabacteroides merdae	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	25	42	0.5952380952380952	6
absolute	Parabacteroides merdae	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	40	42	0.9523809523809523	6
absolute	Parabacteroides merdae	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	42	0.047619047619047616	6
absolute	Parabacteroides merdae	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	45	0.4666666666666667	6
absolute	Parabacteroides merdae	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	24	45	0.5333333333333333	6
absolute	Parabacteroides merdae	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	40	42	0.9523809523809523	6
absolute	Parabacteroides merdae	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	42	0.047619047619047616	6
absolute	Parabacteroides merdae	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	20	45	0.4444444444444444	6
absolute	Parabacteroides merdae	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	25	45	0.5555555555555556	6
absolute	Parabacteroides merdae	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	39	41	0.9512195121951219	6
absolute	Parabacteroides merdae	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	41	0.04878048780487805	6
absolute	Parabacteroides merdae	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	20	45	0.4444444444444444	6
absolute	Parabacteroides merdae	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	25	45	0.5555555555555556	6
absolute	Parabacteroides merdae	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	38	41	0.926829268292683	6
absolute	Parabacteroides merdae	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	41	0.07317073170731707	6
absolute	Parabacteroides merdae	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	21	44	0.4772727272727273	6
absolute	Parabacteroides merdae	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	23	44	0.5227272727272727	6
absolute	Phocaeicola vulgatus	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	39	0.9487179487179487	6
absolute	Phocaeicola vulgatus	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	39	0.05128205128205128	6
absolute	Phocaeicola vulgatus	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	27	47	0.574468085106383	6
absolute	Phocaeicola vulgatus	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	20	47	0.425531914893617	6
absolute	Phocaeicola vulgatus	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	39	0.9487179487179487	6
absolute	Phocaeicola vulgatus	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	39	0.05128205128205128	6
absolute	Phocaeicola vulgatus	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	29	45	0.6444444444444445	6
absolute	Phocaeicola vulgatus	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	16	45	0.35555555555555557	6
absolute	Phocaeicola vulgatus	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	38	39	0.9743589743589743	6
absolute	Phocaeicola vulgatus	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	39	0.02564102564102564	6
absolute	Phocaeicola vulgatus	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	29	48	0.6041666666666666	6
absolute	Phocaeicola vulgatus	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	19	48	0.3958333333333333	6
absolute	Phocaeicola vulgatus	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	38	39	0.9743589743589743	6
absolute	Phocaeicola vulgatus	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	39	0.02564102564102564	6
absolute	Phocaeicola vulgatus	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	30	48	0.625	6
absolute	Phocaeicola vulgatus	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	18	48	0.375	6
absolute	Phocaeicola vulgatus	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	34	38	0.8947368421052632	6
absolute	Phocaeicola vulgatus	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	38	0.10526315789473684	6
absolute	Phocaeicola vulgatus	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	34	48	0.7083333333333334	6
absolute	Phocaeicola vulgatus	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	14	48	0.2916666666666667	6
absolute	Phocaeicola vulgatus	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	33	37	0.8918918918918919	6
absolute	Phocaeicola vulgatus	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	37	0.10810810810810811	6
absolute	Phocaeicola vulgatus	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	33	48	0.6875	6
absolute	Phocaeicola vulgatus	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	15	48	0.3125	6
absolute	Roseburia intestinalis	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	38	0.9736842105263158	6
absolute	Roseburia intestinalis	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	38	0.02631578947368421	6
absolute	Roseburia intestinalis	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	48	0.1875	6
absolute	Roseburia intestinalis	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	39	48	0.8125	6
absolute	Roseburia intestinalis	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	36	38	0.9473684210526315	6
absolute	Roseburia intestinalis	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	2	38	0.05263157894736842	6
absolute	Roseburia intestinalis	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	46	0.2391304347826087	6
absolute	Roseburia intestinalis	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	35	46	0.7608695652173914	6
absolute	Roseburia intestinalis	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	38	0.9736842105263158	6
absolute	Roseburia intestinalis	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	38	0.02631578947368421	6
absolute	Roseburia intestinalis	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	49	0.16326530612244897	6
absolute	Roseburia intestinalis	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	41	49	0.8367346938775511	6
absolute	Roseburia intestinalis	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	37	38	0.9736842105263158	6
absolute	Roseburia intestinalis	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	1	38	0.02631578947368421	6
